field,major,enrolls,year,cc_name,uc_campus
BIOLOGICAL AND BIOMEDICAL SCIENCES,Cell/Cellular Biology and Anatomical Sciences,4,2024,CITY OF SAN FRANCISCO,Berkeley
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Physiology, Pathology and Related Sciences",3,2024,CITY OF SAN FRANCISCO,Davis
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",4,2024,CITY OF SAN FRANCISCO,Irvine
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",3,2024,CITY OF SAN FRANCISCO,Riverside
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,4,2024,CITY OF SAN FRANCISCO,Santa Cruz
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Management Sciences and Quantitative Methods,8,2024,CITY OF SAN FRANCISCO,Davis
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Management Sciences and Quantitative Methods,4,2024,CITY OF SAN FRANCISCO,San Diego
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,3,2024,CITY OF SAN FRANCISCO,Santa Barbara
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,8,2024,CITY OF SAN FRANCISCO,Davis
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,10,2024,CITY OF SAN FRANCISCO,Santa Cruz
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,6,2024,CITY OF SAN FRANCISCO,San Diego
ENGINEERING,"Electrical, Electronics, and Communications Engineering",5,2024,CITY OF SAN FRANCISCO,Berkeley
ENGINEERING,"Electrical, Electronics, and Communications Engineering",3,2024,CITY OF SAN FRANCISCO,Santa Cruz
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",4,2024,CITY OF SAN FRANCISCO,Berkeley
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Linguistic, Comparative, and Related Language Studies and Services",3,2024,CITY OF SAN FRANCISCO,Santa Cruz
HISTORY,History,3,2024,CITY OF SAN FRANCISCO,Berkeley
MATHEMATICS AND STATISTICS,Applied Mathematics,8,2024,CITY OF SAN FRANCISCO,Berkeley
MATHEMATICS AND STATISTICS,Applied Mathematics,3,2024,CITY OF SAN FRANCISCO,Davis
MATHEMATICS AND STATISTICS,Statistics,4,2024,CITY OF SAN FRANCISCO,Davis
MULTI/INTERDISCIPLINARY STUDIES,Cognitive Science,3,2024,CITY OF SAN FRANCISCO,Davis
MULTI/INTERDISCIPLINARY STUDIES,"Multi/Interdisciplinary Studies, Other",3,2024,CITY OF SAN FRANCISCO,Berkeley
MULTI/INTERDISCIPLINARY STUDIES,Nutrition Sciences,4,2024,CITY OF SAN FRANCISCO,Davis
NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,6,2024,CITY OF SAN FRANCISCO,Berkeley
NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,3,2024,CITY OF SAN FRANCISCO,Davis
PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,3,2024,CITY OF SAN FRANCISCO,Berkeley
PSYCHOLOGY,"Psychology, General",3,2024,CITY OF SAN FRANCISCO,Los Angeles
PSYCHOLOGY,"Psychology, General",6,2024,CITY OF SAN FRANCISCO,San Diego
PSYCHOLOGY,Research and Experimental Psychology,6,2024,CITY OF SAN FRANCISCO,Berkeley
PSYCHOLOGY,Research and Experimental Psychology,3,2024,CITY OF SAN FRANCISCO,Davis
SOCIAL SCIENCES,Economics,13,2024,CITY OF SAN FRANCISCO,Berkeley
SOCIAL SCIENCES,Economics,10,2024,CITY OF SAN FRANCISCO,Davis
SOCIAL SCIENCES,Economics,3,2024,CITY OF SAN FRANCISCO,Los Angeles
SOCIAL SCIENCES,Economics,3,2024,CITY OF SAN FRANCISCO,Riverside
SOCIAL SCIENCES,Economics,4,2024,CITY OF SAN FRANCISCO,Santa Barbara
SOCIAL SCIENCES,Economics,3,2024,CITY OF SAN FRANCISCO,San Diego
SOCIAL SCIENCES,Political Science and Government,4,2024,CITY OF SAN FRANCISCO,Berkeley
SOCIAL SCIENCES,Sociology,3,2024,CITY OF SAN FRANCISCO,Santa Cruz
VISUAL AND PERFORMING ARTS,Design and Applied Arts,4,2024,CITY OF SAN FRANCISCO,Davis
VISUAL AND PERFORMING ARTS,"Visual and Performing Arts, General",3,2024,CITY OF SAN FRANCISCO,San Diego
ARCHITECTURE AND RELATED SERVICES,Architecture,9,2013,CITY SAN FRANCISCO,Berkeley
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","Ethnic, Cultural Minority, Gender, and Group Studies",4,2013,CITY SAN FRANCISCO,Berkeley
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","Ethnic, Cultural Minority, Gender, and Group Studies",3,2013,CITY SAN FRANCISCO,Los Angeles
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","Ethnic, Cultural Minority, Gender, and Group Studies",3,2013,CITY SAN FRANCISCO,Santa Cruz
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biochemistry, Biophysics and Molecular Biology",4,2013,CITY SAN FRANCISCO,Davis
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",4,2013,CITY SAN FRANCISCO,Davis
BIOLOGICAL AND BIOMEDICAL SCIENCES,Cell/Cellular Biology and Anatomical Sciences,5,2013,CITY SAN FRANCISCO,Berkeley
BIOLOGICAL AND BIOMEDICAL SCIENCES,Cell/Cellular Biology and Anatomical Sciences,4,2013,CITY SAN FRANCISCO,Santa Cruz
BIOLOGICAL AND BIOMEDICAL SCIENCES,Pharmacology and Toxicology,3,2013,CITY SAN FRANCISCO,Berkeley
BIOLOGICAL AND BIOMEDICAL SCIENCES,Zoology/Animal Biology,4,2013,CITY SAN FRANCISCO,Davis
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",9,2013,CITY SAN FRANCISCO,Berkeley
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,19,2013,CITY SAN FRANCISCO,Davis
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,5,2013,CITY SAN FRANCISCO,Los Angeles
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,3,2013,CITY SAN FRANCISCO,Santa Cruz
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,7,2013,CITY SAN FRANCISCO,Davis
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,4,2013,CITY SAN FRANCISCO,Santa Cruz
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,3,2013,CITY SAN FRANCISCO,San Diego
ENGINEERING,Civil Engineering,3,2013,CITY SAN FRANCISCO,Berkeley
ENGINEERING,Civil Engineering,6,2013,CITY SAN FRANCISCO,Davis
ENGINEERING,"Electrical, Electronics, and Communications Engineering",7,2013,CITY SAN FRANCISCO,Berkeley
ENGINEERING,"Electrical, Electronics, and Communications Engineering",3,2013,CITY SAN FRANCISCO,Los Angeles
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",3,2013,CITY SAN FRANCISCO,Berkeley
ENGLISH LANGUAGE AND LITERATURE/LETTERS,Rhetoric and Composition/Writing Studies,5,2013,CITY SAN FRANCISCO,Berkeley
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Romance Languages, Literatures, and Linguistics",5,2013,CITY SAN FRANCISCO,Berkeley
HISTORY,History,5,2013,CITY SAN FRANCISCO,Berkeley
HISTORY,History,3,2013,CITY SAN FRANCISCO,Davis
MATHEMATICS AND STATISTICS,Mathematics,5,2013,CITY SAN FRANCISCO,Los Angeles
MULTI/INTERDISCIPLINARY STUDIES,Nutrition Sciences,7,2013,CITY SAN FRANCISCO,Davis
NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,4,2013,CITY SAN FRANCISCO,Berkeley
NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,3,2013,CITY SAN FRANCISCO,Santa Cruz
PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,8,2013,CITY SAN FRANCISCO,Berkeley
PHYSICAL SCIENCES,Chemistry,6,2013,CITY SAN FRANCISCO,Berkeley
PHYSICAL SCIENCES,Chemistry,9,2013,CITY SAN FRANCISCO,Davis
PHYSICAL SCIENCES,Chemistry,4,2013,CITY SAN FRANCISCO,Los Angeles
PHYSICAL SCIENCES,Chemistry,4,2013,CITY SAN FRANCISCO,Santa Barbara
PHYSICAL SCIENCES,Chemistry,4,2013,CITY SAN FRANCISCO,Santa Cruz
PSYCHOLOGY,"Psychology, General",6,2013,CITY SAN FRANCISCO,Berkeley
PSYCHOLOGY,"Psychology, General",4,2013,CITY SAN FRANCISCO,Santa Cruz
PSYCHOLOGY,Research and Experimental Psychology,4,2013,CITY SAN FRANCISCO,Davis
PSYCHOLOGY,Research and Experimental Psychology,3,2013,CITY SAN FRANCISCO,Irvine
SOCIAL SCIENCES,Anthropology,4,2013,CITY SAN FRANCISCO,Berkeley
SOCIAL SCIENCES,Economics,14,2013,CITY SAN FRANCISCO,Berkeley
SOCIAL SCIENCES,Economics,20,2013,CITY SAN FRANCISCO,Davis
SOCIAL SCIENCES,Economics,9,2013,CITY SAN FRANCISCO,Santa Barbara
SOCIAL SCIENCES,Economics,3,2013,CITY SAN FRANCISCO,San Diego
SOCIAL SCIENCES,Political Science and Government,3,2013,CITY SAN FRANCISCO,Berkeley
SOCIAL SCIENCES,"Social Sciences, Other",4,2013,CITY SAN FRANCISCO,Berkeley
SOCIAL SCIENCES,Sociology,4,2013,CITY SAN FRANCISCO,Davis
VISUAL AND PERFORMING ARTS,Fine and Studio Arts,4,2013,CITY SAN FRANCISCO,Berkeley
AGRICULTURAL/ANIMAL/PLANT/VETERINARY SCIENCE AND RELATED FIELDS,Food Science and Technology,3,2014,CITY SAN FRANCISCO,Davis
ARCHITECTURE AND RELATED SERVICES,Architecture,8,2014,CITY SAN FRANCISCO,Berkeley
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","Ethnic, Cultural Minority, Gender, and Group Studies",3,2014,CITY SAN FRANCISCO,Berkeley
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",4,2014,CITY SAN FRANCISCO,Davis
BIOLOGICAL AND BIOMEDICAL SCIENCES,Cell/Cellular Biology and Anatomical Sciences,6,2014,CITY SAN FRANCISCO,Berkeley
BIOLOGICAL AND BIOMEDICAL SCIENCES,Neurobiology and Neurosciences,4,2014,CITY SAN FRANCISCO,San Diego
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",5,2014,CITY SAN FRANCISCO,Berkeley
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",4,2014,CITY SAN FRANCISCO,Riverside
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,15,2014,CITY SAN FRANCISCO,Davis
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,3,2014,CITY SAN FRANCISCO,Los Angeles
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,7,2014,CITY SAN FRANCISCO,Davis
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,3,2014,CITY SAN FRANCISCO,Santa Cruz
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,6,2014,CITY SAN FRANCISCO,San Diego
ENGINEERING,Civil Engineering,4,2014,CITY SAN FRANCISCO,Davis
ENGINEERING,"Electrical, Electronics, and Communications Engineering",6,2014,CITY SAN FRANCISCO,San Diego
ENGINEERING,"Engineering, General",4,2014,CITY SAN FRANCISCO,Davis
ENGINEERING,Mechanical Engineering,5,2014,CITY SAN FRANCISCO,Davis
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",11,2014,CITY SAN FRANCISCO,Berkeley
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",5,2014,CITY SAN FRANCISCO,Davis
ENGLISH LANGUAGE AND LITERATURE/LETTERS,Rhetoric and Composition/Writing Studies,4,2014,CITY SAN FRANCISCO,Berkeley
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Linguistic, Comparative, and Related Language Studies and Services",3,2014,CITY SAN FRANCISCO,Santa Cruz
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Romance Languages, Literatures, and Linguistics",3,2014,CITY SAN FRANCISCO,Davis
HEALTH PROFESSIONS AND RELATED PROGRAMS,"Pharmacy, Pharmaceutical Sciences, and Administration",3,2014,CITY SAN FRANCISCO,Davis
HISTORY,History,7,2014,CITY SAN FRANCISCO,Berkeley
MATHEMATICS AND STATISTICS,Mathematics,3,2014,CITY SAN FRANCISCO,Berkeley
MATHEMATICS AND STATISTICS,Mathematics,3,2014,CITY SAN FRANCISCO,Davis
MULTI/INTERDISCIPLINARY STUDIES,Nutrition Sciences,6,2014,CITY SAN FRANCISCO,Davis
NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,6,2014,CITY SAN FRANCISCO,Berkeley
PHYSICAL SCIENCES,Chemistry,3,2014,CITY SAN FRANCISCO,Davis
PHYSICAL SCIENCES,Chemistry,3,2014,CITY SAN FRANCISCO,Santa Cruz
PSYCHOLOGY,"Psychology, General",3,2014,CITY SAN FRANCISCO,Berkeley
PSYCHOLOGY,Research and Experimental Psychology,3,2014,CITY SAN FRANCISCO,Davis
PSYCHOLOGY,Research and Experimental Psychology,3,2014,CITY SAN FRANCISCO,Irvine
SOCIAL SCIENCES,Anthropology,3,2014,CITY SAN FRANCISCO,Santa Cruz
SOCIAL SCIENCES,Economics,10,2014,CITY SAN FRANCISCO,Berkeley
SOCIAL SCIENCES,Economics,23,2014,CITY SAN FRANCISCO,Davis
SOCIAL SCIENCES,Economics,5,2014,CITY SAN FRANCISCO,Santa Barbara
SOCIAL SCIENCES,Economics,7,2014,CITY SAN FRANCISCO,San Diego
SOCIAL SCIENCES,Political Science and Government,6,2014,CITY SAN FRANCISCO,Berkeley
SOCIAL SCIENCES,"Social Sciences, Other",7,2014,CITY SAN FRANCISCO,Berkeley
SOCIAL SCIENCES,Sociology,7,2014,CITY SAN FRANCISCO,Berkeley
SOCIAL SCIENCES,Sociology,8,2014,CITY SAN FRANCISCO,Davis
VISUAL AND PERFORMING ARTS,Fine and Studio Arts,5,2014,CITY SAN FRANCISCO,Berkeley
AGRICULTURAL/ANIMAL/PLANT/VETERINARY SCIENCE AND RELATED FIELDS,Animal Sciences,4,2015,CITY SAN FRANCISCO,Davis
AGRICULTURAL/ANIMAL/PLANT/VETERINARY SCIENCE AND RELATED FIELDS,Food Science and Technology,4,2015,CITY SAN FRANCISCO,Davis
ARCHITECTURE AND RELATED SERVICES,Architecture,8,2015,CITY SAN FRANCISCO,Berkeley
"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","Ethnic, Cultural Minority, Gender, and Group Studies",3,2015,CITY SAN FRANCISCO,Santa Cruz
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biochemistry, Biophysics and Molecular Biology",4,2015,CITY SAN FRANCISCO,Davis
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biochemistry, Biophysics and Molecular Biology",3,2015,CITY SAN FRANCISCO,Los Angeles
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",3,2015,CITY SAN FRANCISCO,Davis
BIOLOGICAL AND BIOMEDICAL SCIENCES,Cell/Cellular Biology and Anatomical Sciences,3,2015,CITY SAN FRANCISCO,Berkeley
BIOLOGICAL AND BIOMEDICAL SCIENCES,Microbiological Sciences and Immunology,4,2015,CITY SAN FRANCISCO,Davis
BIOLOGICAL AND BIOMEDICAL SCIENCES,Zoology/Animal Biology,4,2015,CITY SAN FRANCISCO,Davis
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",7,2015,CITY SAN FRANCISCO,Berkeley
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,13,2015,CITY SAN FRANCISCO,Davis
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,3,2015,CITY SAN FRANCISCO,Irvine
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,3,2015,CITY SAN FRANCISCO,Los Angeles
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,10,2015,CITY SAN FRANCISCO,Davis
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,3,2015,CITY SAN FRANCISCO,Santa Cruz
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,4,2015,CITY SAN FRANCISCO,San Diego
ENGINEERING,Civil Engineering,6,2015,CITY SAN FRANCISCO,Davis
ENGINEERING,Computer Engineering,3,2015,CITY SAN FRANCISCO,Santa Cruz
ENGINEERING,Computer Engineering,3,2015,CITY SAN FRANCISCO,San Diego
ENGINEERING,Mechanical Engineering,3,2015,CITY SAN FRANCISCO,Berkeley
ENGINEERING,Mechanical Engineering,5,2015,CITY SAN FRANCISCO,Davis
ENGINEERING,Mechanical Engineering,3,2015,CITY SAN FRANCISCO,Los Angeles
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",7,2015,CITY SAN FRANCISCO,Berkeley
FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES,"Human Development, Family Studies, and Related Services",3,2015,CITY SAN FRANCISCO,Davis
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Linguistic, Comparative, and Related Language Studies and Services",5,2015,CITY SAN FRANCISCO,Santa Cruz
"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Romance Languages, Literatures, and Linguistics",4,2015,CITY SAN FRANCISCO,Berkeley
MATHEMATICS AND STATISTICS,Applied Mathematics,3,2015,CITY SAN FRANCISCO,Berkeley
MATHEMATICS AND STATISTICS,Mathematics,5,2015,CITY SAN FRANCISCO,Los Angeles
MATHEMATICS AND STATISTICS,Statistics,4,2015,CITY SAN FRANCISCO,Berkeley
MATHEMATICS AND STATISTICS,Statistics,3,2015,CITY SAN FRANCISCO,Davis
MATHEMATICS AND STATISTICS,Statistics,4,2015,CITY SAN FRANCISCO,Los Angeles
MULTI/INTERDISCIPLINARY STUDIES,Nutrition Sciences,3,2015,CITY SAN FRANCISCO,Davis
NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,7,2015,CITY SAN FRANCISCO,Berkeley
NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,3,2015,CITY SAN FRANCISCO,Santa Cruz
PHYSICAL SCIENCES,Chemistry,4,2015,CITY SAN FRANCISCO,Berkeley
PHYSICAL SCIENCES,Chemistry,3,2015,CITY SAN FRANCISCO,Los Angeles
PHYSICAL SCIENCES,Chemistry,3,2015,CITY SAN FRANCISCO,Santa Cruz
PSYCHOLOGY,"Psychology, General",9,2015,CITY SAN FRANCISCO,Berkeley
PSYCHOLOGY,"Psychology, General",3,2015,CITY SAN FRANCISCO,San Diego
PSYCHOLOGY,Research and Experimental Psychology,13,2015,CITY SAN FRANCISCO,Davis
SOCIAL SCIENCES,Anthropology,3,2015,CITY SAN FRANCISCO,Berkeley
SOCIAL SCIENCES,Economics,15,2015,CITY SAN FRANCISCO,Berkeley
SOCIAL SCIENCES,Economics,16,2015,CITY SAN FRANCISCO,Davis
SOCIAL SCIENCES,Economics,8,2015,CITY SAN FRANCISCO,Santa Barbara
SOCIAL SCIENCES,Economics,3,2015,CITY SAN FRANCISCO,Santa Cruz
SOCIAL SCIENCES,Economics,4,2015,CITY SAN FRANCISCO,San Diego
SOCIAL SCIENCES,Political Science and Government,10,2015,CITY SAN FRANCISCO,Berkeley
SOCIAL SCIENCES,Political Science and Government,8,2015,CITY SAN FRANCISCO,Davis
SOCIAL SCIENCES,Political Science and Government,3,2015,CITY SAN FRANCISCO,Santa Barbara
SOCIAL SCIENCES,"Social Sciences, Other",6,2015,CITY SAN FRANCISCO,Berkeley
SOCIAL SCIENCES,Sociology,4,2015,CITY SAN FRANCISCO,Berkeley
SOCIAL SCIENCES,Sociology,4,2015,CITY SAN FRANCISCO,Davis
SOCIAL SCIENCES,Sociology,3,2015,CITY SAN FRANCISCO,Santa Cruz
VISUAL AND PERFORMING ARTS,Fine and Studio Arts,4,2015,CITY SAN FRANCISCO,Berkeley
ARCHITECTURE AND RELATED SERVICES,Architecture,16,2016,CITY SAN FRANCISCO,Berkeley
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",3,2016,CITY SAN FRANCISCO,Davis
BIOLOGICAL AND BIOMEDICAL SCIENCES,Cell/Cellular Biology and Anatomical Sciences,4,2016,CITY SAN FRANCISCO,Berkeley
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",7,2016,CITY SAN FRANCISCO,Berkeley
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,8,2016,CITY SAN FRANCISCO,Davis
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,7,2016,CITY SAN FRANCISCO,Los Angeles
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,3,2016,CITY SAN FRANCISCO,Santa Cruz
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,3,2016,CITY SAN FRANCISCO,Berkeley
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,3,2016,CITY SAN FRANCISCO,Berkeley
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,5,2016,CITY SAN FRANCISCO,Davis
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,7,2016,CITY SAN FRANCISCO,Santa Cruz
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,5,2016,CITY SAN FRANCISCO,San Diego
ENGINEERING,"Electrical, Electronics, and Communications Engineering",4,2016,CITY SAN FRANCISCO,Berkeley
ENGINEERING,"Electrical, Electronics, and Communications Engineering",3,2016,CITY SAN FRANCISCO,Santa Cruz
ENGINEERING,Mechanical Engineering,3,2016,CITY SAN FRANCISCO,Berkeley
ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",5,2016,CITY SAN FRANCISCO,Berkeley
HISTORY,History,3,2016,CITY SAN FRANCISCO,Berkeley
MATHEMATICS AND STATISTICS,Applied Mathematics,3,2016,CITY SAN FRANCISCO,Berkeley
MATHEMATICS AND STATISTICS,Mathematics,3,2016,CITY SAN FRANCISCO,Los Angeles
NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,3,2016,CITY SAN FRANCISCO,Santa Cruz
PHYSICAL SCIENCES,Chemistry,5,2016,CITY SAN FRANCISCO,Davis
PSYCHOLOGY,"Psychology, General",4,2016,CITY SAN FRANCISCO,Berkeley
PSYCHOLOGY,Research and Experimental Psychology,5,2016,CITY SAN FRANCISCO,Irvine
SOCIAL SCIENCES,Economics,12,2016,CITY SAN FRANCISCO,Berkeley
SOCIAL SCIENCES,Economics,12,2016,CITY SAN FRANCISCO,Davis
SOCIAL SCIENCES,Economics,9,2016,CITY SAN FRANCISCO,Santa Barbara
SOCIAL SCIENCES,Economics,3,2016,CITY SAN FRANCISCO,Santa Cruz
SOCIAL SCIENCES,Economics,3,2016,CITY SAN FRANCISCO,San Diego
SOCIAL SCIENCES,Political Science and Government,3,2016,CITY SAN FRANCISCO,Berkeley
SOCIAL SCIENCES,Political Science and Government,4,2016,CITY SAN FRANCISCO,Los Angeles
SOCIAL SCIENCES,Sociology,3,2016,CITY SAN FRANCISCO,Davis
VISUAL AND PERFORMING ARTS,Design and Applied Arts,3,2016,CITY SAN FRANCISCO,Davis
VISUAL AND PERFORMING ARTS,Film/Video and Photographic Arts,5,2016,CITY SAN FRANCISCO,Santa Cruz
ARCHITECTURE AND RELATED SERVICES,Architecture,12,2017,CITY SAN FRANCISCO,Berkeley
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biochemistry, Biophysics and Molecular Biology",4,2017,CITY SAN FRANCISCO,Davis
BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",3,2017,CITY SAN FRANCISCO,Berkeley
BIOLOGICAL AND BIOMEDICAL SCIENCES,Cell/Cellular Biology and Anatomical Sciences,3,2017,CITY SAN FRANCISCO,Berkeley
"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",3,2017,CITY SAN FRANCISCO,Berkeley
"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,3,2017,CITY SAN FRANCISCO,Berkeley
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,10,2017,CITY SAN FRANCISCO,Davis
COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,8,2017,CITY SAN FRANCISCO,Santa Cruz
ENGINEERING,Civil Engineering,4,2017,CITY SAN FRANCISCO,Davis
ENGINEERING,Computer Engineering,3,2017,CITY SAN FRANCISCO,Santa Cruz
ENGINEERING,Mechanical Engineering,7,2017,CITY SAN FRANCISCO,Berkeley
