cc_name,uc_name,cc_lat,cc_lon,uc_lat,uc_lon,distance_meters,duration_seconds,status
Lassen Community College,University of California-San Francisco,40.432053,-120.633271,37.763737,-122.458489,444194,18046,OK
Lassen Community College,University of California-Santa Barbara,40.432053,-120.633271,34.416297,-119.846426,933947,34986,OK
Lassen Community College,University of California-Santa Cruz,40.432053,-120.633271,36.995584,-122.058801,570838,21810,OK
Lemoore College,University of California-Berkeley,36.292431,-119.823866,37.871918,-122.260463,324838,11827,OK
Lemoore College,University of California-Davis,36.292431,-119.823866,38.539667,-121.749567,361602,12925,OK
Lemoore College,University of California-Irvine,36.292431,-119.823866,33.648434,-117.841248,391603,13874,OK
Lemoore College,University of California-Los Angeles,36.292431,-119.823866,34.066927,-118.168965,325712,11611,OK
Lemoore College,University of California-Merced,36.292431,-119.823866,37.366237,-120.424944,146745,5608,OK
Lemoore College,University of California-Riverside,36.292431,-119.823866,33.97246,-117.32741,407209,14570,OK
Lemoore College,University of California-San Diego,36.292431,-119.823866,32.877749,-117.235866,539306,18854,OK
Lemoore College,University of California-San Francisco,36.292431,-119.823866,37.763737,-122.458489,342430,12405,OK
Lemoore College,University of California-Santa Barbara,36.292431,-119.823866,34.416297,-119.846426,331206,12295,OK
Lemoore College,University of California-Santa Cruz,36.292431,-119.823866,36.995584,-122.058801,285464,11054,OK
Long Beach City College,University of California-Berkeley,33.833593,-118.135633,37.871918,-122.260463,641337,23177,OK
Long Beach City College,University of California-Davis,33.833593,-118.135633,38.539667,-121.749567,678101,24267,OK
Long Beach City College,University of California-Irvine,33.833593,-118.135633,33.648434,-117.841248,40245,1855,OK
Long Beach City College,University of California-Los Angeles,33.833593,-118.135633,34.066927,-118.168965,33608,1845,OK
Long Beach City College,University of California-Merced,33.833593,-118.135633,37.366237,-120.424944,486922,17706,OK
Long Beach City College,University of California-Riverside,33.833593,-118.135633,33.97246,-117.32741,99295,4768,OK
Long Beach City College,University of California-San Diego,33.833593,-118.135633,32.877749,-117.235866,152442,5374,OK
Long Beach City College,University of California-San Francisco,33.833593,-118.135633,37.763737,-122.458489,658929,23761,OK
Long Beach City College,University of California-Santa Barbara,33.833593,-118.135633,34.416297,-119.846426,204471,7690,OK
Long Beach City College,University of California-Santa Cruz,33.833593,-118.135633,36.995584,-122.058801,594175,22124,OK
Los Angeles City College,University of California-Berkeley,34.087301,-118.292169,37.871918,-122.260463,595407,21572,OK
Los Angeles City College,University of California-Davis,34.087301,-118.292169,38.539667,-121.749567,632171,22644,OK
Los Angeles City College,University of California-Irvine,34.087301,-118.292169,33.648434,-117.841248,80096,3652,OK
Los Angeles City College,University of California-Los Angeles,34.087301,-118.292169,34.066927,-118.168965,14286,1175,OK
Los Angeles City College,University of California-Merced,34.087301,-118.292169,37.366237,-120.424944,440992,16085,OK
Los Angeles City College,University of California-Riverside,34.087301,-118.292169,33.97246,-117.32741,99479,4848,OK
Los Angeles City College,University of California-San Diego,34.087301,-118.292169,32.877749,-117.235866,180770,7210,OK
Los Angeles City College,University of California-San Francisco,34.087301,-118.292169,37.763737,-122.458489,612998,22182,OK
Los Angeles City College,University of California-Santa Barbara,34.087301,-118.292169,34.416297,-119.846426,163844,6331,OK
Los Angeles City College,University of California-Santa Cruz,34.087301,-118.292169,36.995584,-122.058801,548244,20523,OK
Los Angeles Harbor College,University of California-Berkeley,33.785825,-118.283549,37.871918,-122.260463,630810,22729,OK
Los Angeles Harbor College,University of California-Davis,33.785825,-118.283549,38.539667,-121.749567,667574,23815,OK
Los Angeles Harbor College,University of California-Irvine,33.785825,-118.283549,33.648434,-117.841248,58787,2386,OK
Los Angeles Harbor College,University of California-Los Angeles,33.785825,-118.283549,34.066927,-118.168965,41989,1916,OK
Los Angeles Harbor College,University of California-Merced,33.785825,-118.283549,37.366237,-120.424944,476395,17265,OK
Los Angeles Harbor College,University of California-Riverside,33.785825,-118.283549,33.97246,-117.32741,117785,5102,OK
Los Angeles Harbor College,University of California-San Diego,33.785825,-118.283549,32.877749,-117.235866,170984,5908,OK
Los Angeles Harbor College,University of California-San Francisco,33.785825,-118.283549,37.763737,-122.458489,648402,23328,OK
Los Angeles Harbor College,University of California-Santa Barbara,33.785825,-118.283549,34.416297,-119.846426,193944,7259,OK
Los Angeles Harbor College,University of California-Santa Cruz,33.785825,-118.283549,36.995584,-122.058801,583647,21678,OK
Los Angeles Mission College,University of California-Berkeley,34.314668,-118.4195,37.871918,-122.260463,569037,20157,OK
Los Angeles Mission College,University of California-Davis,34.314668,-118.4195,38.539667,-121.749567,605800,21204,OK
Los Angeles Mission College,University of California-Irvine,34.314668,-118.4195,33.648434,-117.841248,111416,4539,OK
Los Angeles Mission College,University of California-Los Angeles,34.314668,-118.4195,34.066927,-118.168965,49703,2066,OK
Los Angeles Mission College,University of California-Merced,34.314668,-118.4195,37.366237,-120.424944,414621,14724,OK
Los Angeles Mission College,University of California-Riverside,34.314668,-118.4195,33.97246,-117.32741,122289,5262,OK
Los Angeles Mission College,University of California-San Diego,34.314668,-118.4195,32.877749,-117.235866,217527,7954,OK
Los Angeles Mission College,University of California-San Francisco,34.314668,-118.4195,37.763737,-122.458489,586628,20729,OK
Los Angeles Mission College,University of California-Santa Barbara,34.314668,-118.4195,34.416297,-119.846426,166555,5883,OK
Los Angeles Mission College,University of California-Santa Cruz,34.314668,-118.4195,36.995584,-122.058801,521874,18989,OK
Los Angeles Pierce College,University of California-Berkeley,34.183949,-118.575071,37.871918,-122.260463,591753,21228,OK
Los Angeles Pierce College,University of California-Davis,34.183949,-118.575071,38.539667,-121.749567,628517,22307,OK
Los Angeles Pierce College,University of California-Irvine,34.183949,-118.575071,33.648434,-117.841248,105153,4932,OK
Los Angeles Pierce College,University of California-Los Angeles,34.183949,-118.575071,34.066927,-118.168965,47641,2526,OK
Los Angeles Pierce College,University of California-Merced,34.183949,-118.575071,37.366237,-120.424944,437338,15787,OK
Los Angeles Pierce College,University of California-Riverside,34.183949,-118.575071,33.97246,-117.32741,129442,5888,OK
Los Angeles Pierce College,University of California-San Diego,34.183949,-118.575071,32.877749,-117.235866,223316,8857,OK
Los Angeles Pierce College,University of California-San Francisco,34.183949,-118.575071,37.763737,-122.458489,609344,21841,OK
Los Angeles Pierce College,University of California-Santa Barbara,34.183949,-118.575071,34.416297,-119.846426,134473,4884,OK
Los Angeles Pierce College,University of California-Santa Cruz,34.183949,-118.575071,36.995584,-122.058801,537093,19554,OK
Los Angeles Southwest College,University of California-Berkeley,33.929586,-118.304674,37.871918,-122.260463,617886,22469,OK
Los Angeles Southwest College,University of California-Davis,33.929586,-118.304674,38.539667,-121.749567,654649,23552,OK
Los Angeles Southwest College,University of California-Irvine,33.929586,-118.304674,33.648434,-117.841248,61868,2726,OK
Los Angeles Southwest College,University of California-Los Angeles,33.929586,-118.304674,34.066927,-118.168965,27046,1666,OK
Los Angeles Southwest College,University of California-Merced,33.929586,-118.304674,37.366237,-120.424944,463470,17016,OK
Los Angeles Southwest College,University of California-Riverside,33.929586,-118.304674,33.97246,-117.32741,105809,5039,OK
Los Angeles Southwest College,University of California-San Diego,33.929586,-118.304674,32.877749,-117.235866,174064,6248,OK
Los Angeles Southwest College,University of California-San Francisco,33.929586,-118.304674,37.763737,-122.458489,635477,23077,OK
Los Angeles Southwest College,University of California-Santa Barbara,33.929586,-118.304674,34.416297,-119.846426,181019,6996,OK
Los Angeles Southwest College,University of California-Santa Cruz,33.929586,-118.304674,36.995584,-122.058801,570723,21425,OK
Los Angeles Trade Technical College,University of California-Berkeley,34.031907,-118.269447,37.871918,-122.260463,604023,22021,OK
Los Angeles Trade Technical College,University of California-Davis,34.031907,-118.269447,38.539667,-121.749567,640787,23098,OK
Los Angeles Trade Technical College,University of California-Irvine,34.031907,-118.269447,33.648434,-117.841248,72842,3077,OK
Los Angeles Trade Technical College,University of California-Los Angeles,34.031907,-118.269447,34.066927,-118.168965,12681,849,OK
Los Angeles Trade Technical College,University of California-Merced,34.031907,-118.269447,37.366237,-120.424944,449608,16549,OK
Los Angeles Trade Technical College,University of California-Riverside,34.031907,-118.269447,33.97246,-117.32741,93942,4492,OK
Los Angeles Trade Technical College,University of California-San Diego,34.031907,-118.269447,32.877749,-117.235866,175262,6819,OK
Los Angeles Trade Technical College,University of California-San Francisco,34.031907,-118.269447,37.763737,-122.458489,621615,22629,OK
Los Angeles Trade Technical College,University of California-Santa Barbara,34.031907,-118.269447,34.416297,-119.846426,175114,6772,OK
Los Angeles Trade Technical College,University of California-Santa Cruz,34.031907,-118.269447,36.995584,-122.058801,556861,20955,OK
Los Angeles Valley College,University of California-Berkeley,34.175165,-118.421734,37.871918,-122.260463,582345,20873,OK
Los Angeles Valley College,University of California-Davis,34.175165,-118.421734,38.539667,-121.749567,619109,21946,OK
Los Angeles Valley College,University of California-Irvine,34.175165,-118.421734,33.648434,-117.841248,95554,4391,OK
Los Angeles Valley College,University of California-Los Angeles,34.175165,-118.421734,34.066927,-118.168965,33841,1901,OK
Los Angeles Valley College,University of California-Merced,34.175165,-118.421734,37.366237,-120.424944,427930,15447,OK
Los Angeles Valley College,University of California-Riverside,34.175165,-118.421734,33.97246,-117.32741,115642,5359,OK
Los Angeles Valley College,University of California-San Diego,34.175165,-118.421734,32.877749,-117.235866,201665,7814,OK
Los Angeles Valley College,University of California-San Francisco,34.175165,-118.421734,37.763737,-122.458489,599936,21485,OK
Los Angeles Valley College,University of California-Santa Barbara,34.175165,-118.421734,34.416297,-119.846426,149435,5614,OK
Los Angeles Valley College,University of California-Santa Cruz,34.175165,-118.421734,36.995584,-122.058801,535182,19765,OK
Los Medanos College,University of California-Berkeley,38.006474,-121.860967,37.871918,-122.260463,50839,2527,OK
Los Medanos College,University of California-Davis,38.006474,-121.860967,38.539667,-121.749567,100385,3870,OK
Los Medanos College,University of California-Irvine,38.006474,-121.860967,33.648434,-117.841248,648256,22919,OK
Los Medanos College,University of California-Los Angeles,38.006474,-121.860967,34.066927,-118.168965,582365,20684,OK
Los Medanos College,University of California-Merced,38.006474,-121.860967,37.366237,-120.424944,172022,7172,OK
Los Medanos College,University of California-Riverside,38.006474,-121.860967,33.97246,-117.32741,663862,23702,OK
Los Medanos College,University of California-San Diego,38.006474,-121.860967,32.877749,-117.235866,795959,28001,OK
Los Medanos College,University of California-San Francisco,38.006474,-121.860967,37.763737,-122.458489,72566,3455,OK
Los Medanos College,University of California-Santa Barbara,38.006474,-121.860967,34.416297,-119.846426,554829,19737,OK
Los Medanos College,University of California-Santa Cruz,38.006474,-121.860967,36.995584,-122.058801,155883,6290,OK
Madera Community College,University of California-Berkeley,36.925132,-119.99787,37.871918,-122.260463,259964,10086,OK
Madera Community College,University of California-Davis,36.925132,-119.99787,38.539667,-121.749567,309604,11661,OK
Madera Community College,University of California-Irvine,36.925132,-119.99787,33.648434,-117.841248,452902,16130,OK
Madera Community College,University of California-Los Angeles,36.925132,-119.99787,34.066927,-118.168965,387011,13919,OK
Madera Community College,University of California-Merced,36.925132,-119.99787,37.366237,-120.424944,69121,2720,OK
Madera Community College,University of California-Riverside,36.925132,-119.99787,33.97246,-117.32741,468509,16896,OK
Madera Community College,University of California-San Diego,36.925132,-119.99787,32.877749,-117.235866,600605,21140,OK
Madera Community College,University of California-San Francisco,36.925132,-119.99787,37.763737,-122.458489,290431,11094,OK
Madera Community College,University of California-Santa Barbara,36.925132,-119.99787,34.416297,-119.846426,409059,14982,OK
Madera Community College,University of California-Santa Cruz,36.925132,-119.99787,36.995584,-122.058801,227367,9271,OK
Mendocino College,University of California-Berkeley,39.188989,-123.228809,37.871918,-122.260463,193038,7706,OK
Mendocino College,University of California-Davis,39.188989,-123.228809,38.539667,-121.749567,235876,8988,OK
Mendocino College,University of California-Irvine,39.188989,-123.228809,33.648434,-117.841248,862836,30188,OK
Mendocino College,University of California-Los Angeles,39.188989,-123.228809,34.066927,-118.168965,796945,28052,OK
Mendocino College,University of California-Merced,39.188989,-123.228809,37.366237,-120.424944,394465,14265,OK
Mendocino College,University of California-Riverside,39.188989,-123.228809,33.97246,-117.32741,878443,31007,OK
Mendocino College,University of California-San Diego,39.188989,-123.228809,32.877749,-117.235866,975033,33775,OK
Mendocino College,University of California-San Francisco,39.188989,-123.228809,37.763737,-122.458489,189809,7364,OK
Mendocino College,University of California-Santa Barbara,39.188989,-123.228809,34.416297,-119.846426,714821,25183,OK
Mendocino College,University of California-Santa Cruz,39.188989,-123.228809,36.995584,-122.058801,314520,11741,OK
Merced College,University of California-Berkeley,37.3353,-120.476464,37.871918,-122.260463,199858,7718,OK
Merced College,University of California-Davis,37.3353,-120.476464,38.539667,-121.749567,207099,7671,OK
Merced College,University of California-Irvine,37.3353,-120.476464,33.648434,-117.841248,515602,18437,OK
Merced College,University of California-Los Angeles,37.3353,-120.476464,34.066927,-118.168965,449711,16224,OK
Merced College,University of California-Merced,37.3353,-120.476464,37.366237,-120.424944,8584,640,OK
Merced College,University of California-Riverside,37.3353,-120.476464,33.97246,-117.32741,531209,19219,OK
Merced College,University of California-San Diego,37.3353,-120.476464,32.877749,-117.235866,663305,23588,OK
Merced College,University of California-San Francisco,37.3353,-120.476464,37.763737,-122.458489,217449,8379,OK
Merced College,University of California-Santa Barbara,37.3353,-120.476464,34.416297,-119.846426,471759,17319,OK
Merced College,University of California-Santa Cruz,37.3353,-120.476464,36.995584,-122.058801,203967,9024,OK
Merritt College,University of California-Berkeley,37.789088,-122.167335,37.871918,-122.260463,13844,1184,OK
Merritt College,University of California-Davis,37.789088,-122.167335,38.539667,-121.749567,116742,4336,OK
Merritt College,University of California-Irvine,37.789088,-122.167335,33.648434,-117.841248,663409,23443,OK
Merritt College,University of California-Los Angeles,37.789088,-122.167335,34.066927,-118.168965,597518,21203,OK
Merritt College,University of California-Merced,37.789088,-122.167335,37.366237,-120.424944,195038,7741,OK
Merritt College,University of California-Riverside,37.789088,-122.167335,33.97246,-117.32741,679016,24233,OK
Merritt College,University of California-San Diego,37.789088,-122.167335,32.877749,-117.235866,811112,28489,OK
Merritt College,University of California-San Francisco,37.789088,-122.167335,37.763737,-122.458489,32515,2089,OK
Merritt College,University of California-Santa Barbara,37.789088,-122.167335,34.416297,-119.846426,519970,18514,OK
Merritt College,University of California-Santa Cruz,37.789088,-122.167335,36.995584,-122.058801,119668,4982,OK
MiraCosta College,University of California-Berkeley,33.190483,-117.302606,37.871918,-122.260463,743751,26536,OK
MiraCosta College,University of California-Davis,33.190483,-117.302606,38.539667,-121.749567,780515,27625,OK
MiraCosta College,University of California-Irvine,33.190483,-117.302606,33.648434,-117.841248,84129,3109,OK
MiraCosta College,University of California-Los Angeles,33.190483,-117.302606,34.066927,-118.168965,140980,5097,OK
MiraCosta College,University of California-Merced,33.190483,-117.302606,37.366237,-120.424944,589336,21125,OK
MiraCosta College,University of California-Riverside,33.190483,-117.302606,33.97246,-117.32741,106662,4818,OK
MiraCosta College,University of California-San Diego,33.190483,-117.302606,32.877749,-117.235866,44745,1817,OK
MiraCosta College,University of California-San Francisco,33.190483,-117.302606,37.763737,-122.458489,761343,27129,OK
MiraCosta College,University of California-Santa Barbara,33.190483,-117.302606,34.416297,-119.846426,311731,11016,OK
MiraCosta College,University of California-Santa Cruz,33.190483,-117.302606,36.995584,-122.058801,696589,25575,OK
Mission College,University of California-Berkeley,34.314668,-118.4195,37.871918,-122.260463,569037,20153,OK
Mission College,University of California-Davis,34.314668,-118.4195,38.539667,-121.749567,605800,21199,OK
Mission College,University of California-Irvine,34.314668,-118.4195,33.648434,-117.841248,111416,4519,OK
Mission College,University of California-Los Angeles,34.314668,-118.4195,34.066927,-118.168965,49703,2068,OK
Mission College,University of California-Merced,34.314668,-118.4195,37.366237,-120.424944,414621,14727,OK
Mission College,University of California-Riverside,34.314668,-118.4195,33.97246,-117.32741,122289,5254,OK
Mission College,University of California-San Diego,34.314668,-118.4195,32.877749,-117.235866,217527,7938,OK
Mission College,University of California-San Francisco,34.314668,-118.4195,37.763737,-122.458489,586628,20731,OK
Mission College,University of California-Santa Barbara,34.314668,-118.4195,34.416297,-119.846426,166555,5882,OK
Mission College,University of California-Santa Cruz,34.314668,-118.4195,36.995584,-122.058801,521874,18986,OK
Modesto Junior College,University of California-Berkeley,37.651056,-121.009792,37.871918,-122.260463,130658,5298,OK
Modesto Junior College,University of California-Davis,37.651056,-121.009792,38.539667,-121.749567,141808,5241,OK
Modesto Junior College,University of California-Irvine,37.651056,-121.009792,33.648434,-117.841248,577691,20403,OK
Modesto Junior College,University of California-Los Angeles,37.651056,-121.009792,34.066927,-118.168965,511800,18198,OK
Modesto Junior College,University of California-Merced,37.651056,-121.009792,37.366237,-120.424944,74743,3215,OK
Modesto Junior College,University of California-Riverside,37.651056,-121.009792,33.97246,-117.32741,593297,21204,OK
Modesto Junior College,University of California-San Diego,37.651056,-121.009792,32.877749,-117.235866,725394,25648,OK
Modesto Junior College,University of California-San Francisco,37.651056,-121.009792,37.763737,-122.458489,148249,5955,OK
Modesto Junior College,University of California-Santa Barbara,37.651056,-121.009792,34.416297,-119.846426,512223,19017,OK
Modesto Junior College,University of California-Santa Cruz,37.651056,-121.009792,36.995584,-122.058801,179921,7336,OK
Monterey Peninsula College,University of California-Berkeley,36.590558,-121.884931,37.871918,-122.260463,190094,7285,OK
Monterey Peninsula College,University of California-Davis,36.590558,-121.884931,38.539667,-121.749567,275976,9775,OK
Monterey Peninsula College,University of California-Irvine,36.590558,-121.884931,33.648434,-117.841248,583703,21098,OK
Monterey Peninsula College,University of California-Los Angeles,36.590558,-121.884931,34.066927,-118.168965,539184,19391,OK
Monterey Peninsula College,University of California-Merced,36.590558,-121.884931,37.366237,-120.424944,204428,8259,OK
Monterey Peninsula College,University of California-Riverside,36.590558,-121.884931,33.97246,-117.32741,599310,21888,OK
Monterey Peninsula College,University of California-San Diego,36.590558,-121.884931,32.877749,-117.235866,731406,26332,OK
Monterey Peninsula College,University of California-San Francisco,36.590558,-121.884931,37.763737,-122.458489,182775,7203,OK
Monterey Peninsula College,University of California-Santa Barbara,36.590558,-121.884931,34.416297,-119.846426,384562,13917,OK
Monterey Peninsula College,University of California-Santa Cruz,36.590558,-121.884931,36.995584,-122.058801,73992,3271,OK
Moorpark College,University of California-Berkeley,34.301146,-118.834528,37.871918,-122.260463,606156,21501,OK
Moorpark College,University of California-Davis,34.301146,-118.834528,38.539667,-121.749567,642920,22572,OK
Moorpark College,University of California-Irvine,34.301146,-118.834528,33.648434,-117.841248,143406,5803,OK
Moorpark College,University of California-Los Angeles,34.301146,-118.834528,34.066927,-118.168965,80178,3430,OK
Moorpark College,University of California-Merced,34.301146,-118.834528,37.366237,-120.424944,451741,16012,OK
Moorpark College,University of California-Riverside,34.301146,-118.834528,33.97246,-117.32741,162610,6444,OK
Moorpark College,University of California-San Diego,34.301146,-118.834528,32.877749,-117.235866,247347,9294,OK
Moorpark College,University of California-San Francisco,34.301146,-118.834528,37.763737,-122.458489,623748,22110,OK
Moorpark College,University of California-Santa Barbara,34.301146,-118.834528,34.416297,-119.846426,121269,4394,OK
Moorpark College,University of California-Santa Cruz,34.301146,-118.834528,36.995584,-122.058801,523889,19045,OK
Moreno Valley College,University of California-Berkeley,33.88744,-117.20271,37.871918,-122.260463,705659,26613,OK
Moreno Valley College,University of California-Davis,33.88744,-117.20271,38.539667,-121.749567,742423,27605,OK
Moreno Valley College,University of California-Irvine,33.88744,-117.20271,33.648434,-117.841248,91251,4992,OK
Moreno Valley College,University of California-Los Angeles,33.88744,-117.20271,34.066927,-118.168965,101969,5115,OK
Moreno Valley College,University of California-Merced,33.88744,-117.20271,37.366237,-120.424944,551244,21185,OK
Moreno Valley College,University of California-Riverside,33.88744,-117.20271,33.97246,-117.32741,20063,2197,OK
Moreno Valley College,University of California-San Diego,33.88744,-117.20271,32.877749,-117.235866,138622,4989,OK
Moreno Valley College,University of California-San Francisco,33.88744,-117.20271,37.763737,-122.458489,723251,27141,OK
Moreno Valley College,University of California-Santa Barbara,33.88744,-117.20271,34.416297,-119.846426,277508,11001,OK
Moreno Valley College,University of California-Santa Cruz,33.88744,-117.20271,36.995584,-122.058801,658497,25621,OK
Mt San Antonio College,University of California-Berkeley,34.047764,-117.846629,37.871918,-122.260463,645158,23295,OK
Mt San Antonio College,University of California-Davis,34.047764,-117.846629,38.539667,-121.749567,681922,24381,OK
Mt San Antonio College,University of California-Irvine,34.047764,-117.846629,33.648434,-117.841248,54611,2497,OK
Mt San Antonio College,University of California-Los Angeles,34.047764,-117.846629,34.066927,-118.168965,33865,1634,OK
Mt San Antonio College,University of California-Merced,34.047764,-117.846629,37.366237,-120.424944,490743,17834,OK
Mt San Antonio College,University of California-Riverside,34.047764,-117.846629,33.97246,-117.32741,56185,3308,OK
Mt San Antonio College,University of California-San Diego,34.047764,-117.846629,32.877749,-117.235866,160115,5804,OK
Mt San Antonio College,University of California-San Francisco,34.047764,-117.846629,37.763737,-122.458489,662749,23883,OK
Mt San Antonio College,University of California-Santa Barbara,34.047764,-117.846629,34.416297,-119.846426,217007,7940,OK
Mt San Antonio College,University of California-Santa Cruz,34.047764,-117.846629,36.995584,-122.058801,597995,22271,OK
Mt San Jacinto Community College District,University of California-Berkeley,33.806748,-116.971169,37.871918,-122.260463,729132,27015,OK
Mt San Jacinto Community College District,University of California-Davis,33.806748,-116.971169,38.539667,-121.749567,765895,28119,OK
Mt San Jacinto Community College District,University of California-Irvine,33.806748,-116.971169,33.648434,-117.841248,114723,5395,OK
Mt San Jacinto Community College District,University of California-Los Angeles,33.806748,-116.971169,34.066927,-118.168965,135779,4972,OK
Mt San Jacinto Community College District,University of California-Merced,33.806748,-116.971169,37.366237,-120.424944,574716,21628,OK
Mt San Jacinto Community College District,University of California-Riverside,33.806748,-116.971169,33.97246,-117.32741,43535,2619,OK
Mt San Jacinto Community College District,University of California-San Diego,33.806748,-116.971169,32.877749,-117.235866,148997,5690,OK
Mt San Jacinto Community College District,University of California-San Francisco,33.806748,-116.971169,37.763737,-122.458489,746723,27599,OK
Mt San Jacinto Community College District,University of California-Santa Barbara,33.806748,-116.971169,34.416297,-119.846426,313510,10954,OK
Mt San Jacinto Community College District,University of California-Santa Cruz,33.806748,-116.971169,36.995584,-122.058801,681969,26038,OK
Napa Valley College,University of California-Berkeley,38.274081,-122.274381,37.871918,-122.260463,61296,3395,OK
Napa Valley College,University of California-Davis,38.274081,-122.274381,38.539667,-121.749567,69534,2831,OK
Napa Valley College,University of California-Irvine,38.274081,-122.274381,33.648434,-117.841248,713532,25136,OK
Napa Valley College,University of California-Los Angeles,38.274081,-122.274381,34.066927,-118.168965,647641,22887,OK
Napa Valley College,University of California-Merced,38.274081,-122.274381,37.366237,-120.424944,245160,9201,OK
Napa Valley College,University of California-Riverside,38.274081,-122.274381,33.97246,-117.32741,729138,25900,OK
Napa Valley College,University of California-San Diego,38.274081,-122.274381,32.877749,-117.235866,825728,28849,OK
Napa Valley College,University of California-San Francisco,38.274081,-122.274381,37.763737,-122.458489,78361,3888,OK
Napa Valley College,University of California-Santa Barbara,38.274081,-122.274381,34.416297,-119.846426,582293,20630,OK
Napa Valley College,University of California-Santa Cruz,38.274081,-122.274381,36.995584,-122.058801,183348,7183,OK
Norco College,University of California-Berkeley,33.917387,-117.570212,37.871918,-122.260463,679607,24413,OK
Norco College,University of California-Davis,33.917387,-117.570212,38.539667,-121.749567,716371,25472,OK
Norco College,University of California-Irvine,33.917387,-117.570212,33.648434,-117.841248,51459,2411,OK
Norco College,University of California-Los Angeles,33.917387,-117.570212,34.066927,-118.168965,75917,2992,OK
Norco College,University of California-Merced,33.917387,-117.570212,37.366237,-120.424944,525192,18927,OK
Norco College,University of California-Riverside,33.917387,-117.570212,33.97246,-117.32741,31527,1752,OK
Norco College,University of California-San Diego,33.917387,-117.570212,32.877749,-117.235866,152390,5264,OK
Norco College,University of California-San Francisco,33.917387,-117.570212,37.763737,-122.458489,697198,24980,OK
Norco College,University of California-Santa Barbara,33.917387,-117.570212,34.416297,-119.846426,251455,8967,OK
Norco College,University of California-Santa Cruz,33.917387,-117.570212,36.995584,-122.058801,632444,23417,OK
Ohlone College,University of California-Berkeley,37.529931,-121.911795,37.871918,-122.260463,67279,3161,OK
Ohlone College,University of California-Davis,37.529931,-121.911795,38.539667,-121.749567,141630,5248,OK
Ohlone College,University of California-Irvine,37.529931,-121.911795,33.648434,-117.841248,638992,22621,OK
Ohlone College,University of California-Los Angeles,37.529931,-121.911795,34.066927,-118.168965,573101,20387,OK
Ohlone College,University of California-Merced,37.529931,-121.911795,37.366237,-120.424944,177870,7562,OK
Ohlone College,University of California-Riverside,37.529931,-121.911795,33.97246,-117.32741,654599,23403,OK
Ohlone College,University of California-San Diego,37.529931,-121.911795,32.877749,-117.235866,786695,27723,OK
Ohlone College,University of California-San Francisco,37.529931,-121.911795,37.763737,-122.458489,73754,3834,OK
Ohlone College,University of California-Santa Barbara,37.529931,-121.911795,34.416297,-119.846426,475995,16871,OK
Ohlone College,University of California-Santa Cruz,37.529931,-121.911795,36.995584,-122.058801,76839,3620,OK
Orange Coast College,University of California-Berkeley,33.66927,-117.909086,37.871918,-122.260463,666755,23982,OK
Orange Coast College,University of California-Davis,33.66927,-117.909086,38.539667,-121.749567,703519,25053,OK
Orange Coast College,University of California-Irvine,33.66927,-117.909086,33.648434,-117.841248,9088,737,OK
Orange Coast College,University of California-Los Angeles,33.66927,-117.909086,34.066927,-118.168965,59831,2579,OK
Orange Coast College,University of California-Merced,33.66927,-117.909086,37.366237,-120.424944,512340,18470,OK
Orange Coast College,University of California-Riverside,33.66927,-117.909086,33.97246,-117.32741,77587,4438,OK
Orange Coast College,University of California-San Diego,33.66927,-117.909086,32.877749,-117.235866,121284,4243,OK
Orange Coast College,University of California-San Francisco,33.66927,-117.909086,37.763737,-122.458489,684347,24553,OK
Orange Coast College,University of California-Santa Barbara,33.66927,-117.909086,34.416297,-119.846426,229889,8435,OK
Orange Coast College,University of California-Santa Cruz,33.66927,-117.909086,36.995584,-122.058801,619593,22986,OK
Oxnard College,University of California-Berkeley,34.166104,-119.157604,37.871918,-122.260463,588172,21344,OK
Oxnard College,University of California-Davis,34.166104,-119.157604,38.539667,-121.749567,652904,23713,OK
Oxnard College,University of California-Irvine,34.166104,-119.157604,33.648434,-117.841248,167661,6723,OK
Oxnard College,University of California-Los Angeles,34.166104,-119.157604,34.066927,-118.168965,110149,4583,OK
Oxnard College,University of California-Merced,34.166104,-119.157604,37.366237,-120.424944,461725,17162,OK
Oxnard College,University of California-Riverside,34.166104,-119.157604,33.97246,-117.32741,191950,7813,OK
Oxnard College,University of California-San Diego,34.166104,-119.157604,32.877749,-117.235866,287672,10560,OK
Oxnard College,University of California-San Francisco,34.166104,-119.157604,37.763737,-122.458489,593765,21555,OK
Oxnard College,University of California-Santa Barbara,34.166104,-119.157604,34.416297,-119.846426,82188,3390,OK
Oxnard College,University of California-Santa Cruz,34.166104,-119.157604,36.995584,-122.058801,484808,17980,OK
Palo Verde College,University of California-Berkeley,33.661538,-114.651698,37.871918,-122.260463,961519,34266,OK
Palo Verde College,University of California-Davis,33.661538,-114.651698,38.539667,-121.749567,998283,35050,OK
Palo Verde College,University of California-Irvine,33.661538,-114.651698,33.648434,-117.841248,345740,12744,OK
Palo Verde College,University of California-Los Angeles,33.661538,-114.651698,34.066927,-118.168965,357883,12399,OK
Palo Verde College,University of California-Merced,33.661538,-114.651698,37.366237,-120.424944,807104,28728,OK
Palo Verde College,University of California-Riverside,33.661538,-114.651698,33.97246,-117.32741,274552,9907,OK
Palo Verde College,University of California-San Diego,33.661538,-114.651698,32.877749,-117.235866,363891,13665,OK
Palo Verde College,University of California-San Francisco,33.661538,-114.651698,37.763737,-122.458489,979110,35106,OK
