Year,UC,Field,Major,Enrolls,CC
2017-18,UCD,MATHEMATICS AND STATISTICS,Mathematics,3,SADDLEBACK COLLEGE
2017-18,UCI,MATHEMATICS AND STATISTICS,Mathematics,4,SADDLEBACK COLLEGE
2017-18,UCI,MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,5,SADDLEBACK COLLEGE
2017-18,UCLA,MULTI/INTERDISCIPLINARY STUDIES,"Multi/Interdisciplinary Studies, Other",3,SADDLEBACK COLLEGE
2017-18,UCLA,PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,3,SADDLEBACK COLLEGE
2017-18,UCI,PHYSICAL SCIENCES,Chemistry,7,SADDLEBACK COLLEGE
2017-18,UCSD,PHYSICAL SCIENCES,Chemistry,3,SADDLEBACK COLLEGE
2017-18,UCI,PHYSICAL SCIENCES,Physics,3,SADDLEBACK COLLEGE
2017-18,UCI,PSYCHOLOGY,"Psychology, General",8,SADDLEBACK COLLEGE
2017-18,UCLA,PSYCHOLOGY,"Psychology, General",6,SADDLEBACK COLLEGE
2017-18,UCI,PSYCHOLOGY,Research and Experimental Psychology,12,SADDLEBACK COLLEGE
2017-18,UCI,SOCIAL SCIENCES,Anthropology,3,SADDLEBACK COLLEGE
2017-18,UCLA,SOCIAL SCIENCES,Anthropology,6,SADDLEBACK COLLEGE
2017-18,UCB,SOCIAL SCIENCES,Economics,5,SADDLEBACK COLLEGE
2017-18,UCSB,SOCIAL SCIENCES,Economics,6,SADDLEBACK COLLEGE
2017-18,UCI,SOCIAL SCIENCES,Political Science and Government,5,SADDLEBACK COLLEGE
2017-18,UCLA,SOCIAL SCIENCES,Political Science and Government,5,SADDLEBACK COLLEGE
2017-18,UCSB,SOCIAL SCIENCES,Political Science and Government,5,SADDLEBACK COLLEGE
2017-18,UCSD,SOCIAL SCIENCES,Political Science and Government,4,SADDLEBACK COLLEGE
2017-18,UCB,SOCIAL SCIENCES,Sociology,4,SADDLEBACK COLLEGE
2017-18,UCLA,SOCIAL SCIENCES,Sociology,4,SADDLEBACK COLLEGE
2017-18,UCI,VISUAL AND PERFORMING ARTS,Film/Video and Photographic Arts,4,SADDLEBACK COLLEGE
2017-18,UCI,VISUAL AND PERFORMING ARTS,Fine and Studio Arts,3,SADDLEBACK COLLEGE
2018-19,UCD,AGRICULTURAL/ANIMAL/PLANT/VETERINARY SCIENCE AND RELATED FIELDS,Animal Sciences,3,SADDLEBACK COLLEGE
2018-19,UCLA,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","Ethnic, Cultural Minority, Gender, and Group Studies",3,SADDLEBACK COLLEGE
2018-19,UCI,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",16,SADDLEBACK COLLEGE
2018-19,UCLA,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",3,SADDLEBACK COLLEGE
2018-19,UCSD,BIOLOGICAL AND BIOMEDICAL SCIENCES,Cell/Cellular Biology and Anatomical Sciences,3,SADDLEBACK COLLEGE
2018-19,UCLA,BIOLOGICAL AND BIOMEDICAL SCIENCES,Neurobiology and Neurosciences,3,SADDLEBACK COLLEGE
2018-19,UCI,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",3,SADDLEBACK COLLEGE
2018-19,UCD,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,4,SADDLEBACK COLLEGE
2018-19,UCB,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,3,SADDLEBACK COLLEGE
2018-19,UCSB,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,15,SADDLEBACK COLLEGE
2018-19,UCI,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,"Computer and Information Sciences, General",3,SADDLEBACK COLLEGE
2018-19,UCI,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,13,SADDLEBACK COLLEGE
2018-19,UCR,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,4,SADDLEBACK COLLEGE
2018-19,UCI,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Software and Media Applications,3,SADDLEBACK COLLEGE
2018-19,UCI,EDUCATION,"Education, General",3,SADDLEBACK COLLEGE
2018-19,UCI,ENGINEERING,Computer Engineering,4,SADDLEBACK COLLEGE
2018-19,UCI,ENGINEERING,Mechanical Engineering,3,SADDLEBACK COLLEGE
2018-19,UCI,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",5,SADDLEBACK COLLEGE
2018-19,UCLA,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",6,SADDLEBACK COLLEGE
2018-19,UCLA,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Linguistic, Comparative, and Related Language Studies and Services",5,SADDLEBACK COLLEGE
2018-19,UCSC,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Linguistic, Comparative, and Related Language Studies and Services",3,SADDLEBACK COLLEGE
2018-19,UCI,HEALTH PROFESSIONS AND RELATED PROGRAMS,Public Health,4,SADDLEBACK COLLEGE
2018-19,UCI,HISTORY,History,3,SADDLEBACK COLLEGE
2018-19,UCLA,HISTORY,History,5,SADDLEBACK COLLEGE
2018-19,UCSB,HISTORY,History,3,SADDLEBACK COLLEGE
2018-19,UCLA,MATHEMATICS AND STATISTICS,Applied Mathematics,3,SADDLEBACK COLLEGE
2018-19,UCI,MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,7,SADDLEBACK COLLEGE
2018-19,UCLA,PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,3,SADDLEBACK COLLEGE
2018-19,UCI,PHYSICAL SCIENCES,Chemistry,10,SADDLEBACK COLLEGE
2018-19,UCI,PSYCHOLOGY,"Psychology, General",4,SADDLEBACK COLLEGE
2018-19,UCI,PSYCHOLOGY,Research and Experimental Psychology,15,SADDLEBACK COLLEGE
2018-19,UCLA,PSYCHOLOGY,Research and Experimental Psychology,3,SADDLEBACK COLLEGE
2018-19,UCR,PSYCHOLOGY,Research and Experimental Psychology,4,SADDLEBACK COLLEGE
2018-19,UCLA,SOCIAL SCIENCES,Anthropology,9,SADDLEBACK COLLEGE
2018-19,UCI,SOCIAL SCIENCES,Criminology,4,SADDLEBACK COLLEGE
2018-19,UCD,SOCIAL SCIENCES,Economics,4,SADDLEBACK COLLEGE
2018-19,UCLA,SOCIAL SCIENCES,Economics,4,SADDLEBACK COLLEGE
2018-19,UCSB,SOCIAL SCIENCES,Economics,11,SADDLEBACK COLLEGE
2018-19,UCLA,SOCIAL SCIENCES,Geography and Cartography,3,SADDLEBACK COLLEGE
2018-19,UCI,SOCIAL SCIENCES,Political Science and Government,3,SADDLEBACK COLLEGE
2018-19,UCLA,SOCIAL SCIENCES,Political Science and Government,7,SADDLEBACK COLLEGE
2018-19,UCSD,SOCIAL SCIENCES,Political Science and Government,4,SADDLEBACK COLLEGE
2018-19,UCI,SOCIAL SCIENCES,Sociology,4,SADDLEBACK COLLEGE
2018-19,UCSD,SOCIAL SCIENCES,Sociology,3,SADDLEBACK COLLEGE
2019-20,UCI,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",8,SADDLEBACK COLLEGE
2019-20,UCI,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",4,SADDLEBACK COLLEGE
2019-20,UCI,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,5,SADDLEBACK COLLEGE
2019-20,UCSB,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,7,SADDLEBACK COLLEGE
2019-20,UCSD,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,3,SADDLEBACK COLLEGE
2019-20,UCI,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,14,SADDLEBACK COLLEGE
2019-20,UCSC,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,4,SADDLEBACK COLLEGE
2019-20,UCI,EDUCATION,"Education, General",4,SADDLEBACK COLLEGE
2019-20,UCI,ENGINEERING,Computer Engineering,4,SADDLEBACK COLLEGE
2019-20,UCLA,ENGINEERING,"Electrical, Electronics, and Communications Engineering",3,SADDLEBACK COLLEGE
2019-20,UCI,ENGINEERING,Mechanical Engineering,3,SADDLEBACK COLLEGE
2019-20,UCI,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",7,SADDLEBACK COLLEGE
2019-20,UCLA,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",4,SADDLEBACK COLLEGE
2019-20,UCI,HEALTH PROFESSIONS AND RELATED PROGRAMS,Public Health,13,SADDLEBACK COLLEGE
2019-20,UCI,HISTORY,History,4,SADDLEBACK COLLEGE
2019-20,UCLA,HISTORY,History,3,SADDLEBACK COLLEGE
2019-20,UCI,MATHEMATICS AND STATISTICS,Mathematics,3,SADDLEBACK COLLEGE
2019-20,UCSD,MULTI/INTERDISCIPLINARY STUDIES,Cognitive Science,3,SADDLEBACK COLLEGE
2019-20,UCI,MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,3,SADDLEBACK COLLEGE
2019-20,UCB,PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,4,SADDLEBACK COLLEGE
2019-20,UCLA,PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,4,SADDLEBACK COLLEGE
2019-20,UCI,PHYSICAL SCIENCES,Chemistry,4,SADDLEBACK COLLEGE
2019-20,UCI,PSYCHOLOGY,"Psychology, General",16,SADDLEBACK COLLEGE
2019-20,UCLA,PSYCHOLOGY,"Psychology, General",5,SADDLEBACK COLLEGE
2019-20,UCI,PSYCHOLOGY,Research and Experimental Psychology,16,SADDLEBACK COLLEGE
2019-20,UCSB,PSYCHOLOGY,Research and Experimental Psychology,4,SADDLEBACK COLLEGE
2019-20,UCI,SOCIAL SCIENCES,Anthropology,3,SADDLEBACK COLLEGE
2019-20,UCLA,SOCIAL SCIENCES,Anthropology,3,SADDLEBACK COLLEGE
2019-20,UCI,SOCIAL SCIENCES,Criminology,9,SADDLEBACK COLLEGE
2019-20,UCLA,SOCIAL SCIENCES,Economics,3,SADDLEBACK COLLEGE
2019-20,UCSB,SOCIAL SCIENCES,Economics,9,SADDLEBACK COLLEGE
2019-20,UCSD,SOCIAL SCIENCES,Economics,11,SADDLEBACK COLLEGE
2019-20,UCLA,SOCIAL SCIENCES,Geography and Cartography,4,SADDLEBACK COLLEGE
2019-20,UCI,SOCIAL SCIENCES,Political Science and Government,5,SADDLEBACK COLLEGE
2019-20,UCLA,SOCIAL SCIENCES,Political Science and Government,9,SADDLEBACK COLLEGE
2019-20,UCSD,SOCIAL SCIENCES,Political Science and Government,7,SADDLEBACK COLLEGE
2019-20,UCD,SOCIAL SCIENCES,Sociology,3,SADDLEBACK COLLEGE
2019-20,UCLA,SOCIAL SCIENCES,Sociology,6,SADDLEBACK COLLEGE
2019-20,UCSB,SOCIAL SCIENCES,Sociology,3,SADDLEBACK COLLEGE
2020-21,UCI,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",9,SADDLEBACK COLLEGE
2020-21,UCR,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",3,SADDLEBACK COLLEGE
2020-21,UCR,BIOLOGICAL AND BIOMEDICAL SCIENCES,Neurobiology and Neurosciences,3,SADDLEBACK COLLEGE
2020-21,UCB,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",3,SADDLEBACK COLLEGE
2020-21,UCI,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",11,SADDLEBACK COLLEGE
2020-21,UCR,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",3,SADDLEBACK COLLEGE
2020-21,UCI,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,5,SADDLEBACK COLLEGE
2020-21,UCSC,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,3,SADDLEBACK COLLEGE
2020-21,UCSB,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,17,SADDLEBACK COLLEGE
2020-21,UCR,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,8,SADDLEBACK COLLEGE
2020-21,UCSC,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,5,SADDLEBACK COLLEGE
2020-21,UCI,EDUCATION,"Education, General",4,SADDLEBACK COLLEGE
2020-21,UCI,ENGINEERING,Mechanical Engineering,4,SADDLEBACK COLLEGE
2020-21,UCB,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",4,SADDLEBACK COLLEGE
2020-21,UCI,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",8,SADDLEBACK COLLEGE
2020-21,UCLA,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",5,SADDLEBACK COLLEGE
2020-21,UCI,HEALTH PROFESSIONS AND RELATED PROGRAMS,Public Health,5,SADDLEBACK COLLEGE
2020-21,UCSD,MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,8,SADDLEBACK COLLEGE
2020-21,UCB,NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,5,SADDLEBACK COLLEGE
2020-21,UCLA,PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,3,SADDLEBACK COLLEGE
2020-21,UCB,PHYSICAL SCIENCES,Physics,3,SADDLEBACK COLLEGE
2020-21,UCI,PSYCHOLOGY,"Psychology, General",13,SADDLEBACK COLLEGE
2020-21,UCLA,PSYCHOLOGY,"Psychology, General",4,SADDLEBACK COLLEGE
2020-21,UCD,PSYCHOLOGY,Research and Experimental Psychology,5,SADDLEBACK COLLEGE
2020-21,UCI,PSYCHOLOGY,Research and Experimental Psychology,19,SADDLEBACK COLLEGE
2020-21,UCSB,PSYCHOLOGY,Research and Experimental Psychology,4,SADDLEBACK COLLEGE
2020-21,UCSD,PSYCHOLOGY,Research and Experimental Psychology,4,SADDLEBACK COLLEGE
2020-21,UCLA,SOCIAL SCIENCES,Anthropology,5,SADDLEBACK COLLEGE
2020-21,UCI,SOCIAL SCIENCES,Criminology,9,SADDLEBACK COLLEGE
2020-21,UCSB,SOCIAL SCIENCES,Economics,12,SADDLEBACK COLLEGE
2020-21,UCI,SOCIAL SCIENCES,Political Science and Government,5,SADDLEBACK COLLEGE
2020-21,UCLA,SOCIAL SCIENCES,Political Science and Government,6,SADDLEBACK COLLEGE
2020-21,UCSB,SOCIAL SCIENCES,Political Science and Government,4,SADDLEBACK COLLEGE
2020-21,UCSD,SOCIAL SCIENCES,Political Science and Government,4,SADDLEBACK COLLEGE
2020-21,UCI,SOCIAL SCIENCES,Sociology,5,SADDLEBACK COLLEGE
2020-21,UCLA,SOCIAL SCIENCES,Sociology,9,SADDLEBACK COLLEGE
2020-21,UCI,SOCIAL SCIENCES,Urban Studies/Affairs,5,SADDLEBACK COLLEGE
2020-21,UCI,VISUAL AND PERFORMING ARTS,Drama/Theatre Arts and Stagecraft,4,SADDLEBACK COLLEGE
2020-21,UCI,VISUAL AND PERFORMING ARTS,Film/Video and Photographic Arts,5,SADDLEBACK COLLEGE
2020-21,UCI,VISUAL AND PERFORMING ARTS,Fine and Studio Arts,5,SADDLEBACK COLLEGE
2021-22,UCD,AGRICULTURAL/ANIMAL/PLANT/VETERINARY SCIENCE AND RELATED FIELDS,Animal Sciences,3,SADDLEBACK COLLEGE
2021-22,UCB,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",3,SADDLEBACK COLLEGE
2021-22,UCI,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",7,SADDLEBACK COLLEGE
2021-22,UCR,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",4,SADDLEBACK COLLEGE
2021-22,UCSD,BIOLOGICAL AND BIOMEDICAL SCIENCES,Cell/Cellular Biology and Anatomical Sciences,3,SADDLEBACK COLLEGE
2021-22,UCI,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",5,SADDLEBACK COLLEGE
2021-22,UCR,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",4,SADDLEBACK COLLEGE
2021-22,UCI,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,3,SADDLEBACK COLLEGE
2021-22,UCLA,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,4,SADDLEBACK COLLEGE
2021-22,UCLA,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,4,SADDLEBACK COLLEGE
2021-22,UCSB,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,9,SADDLEBACK COLLEGE
2021-22,UCSD,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,3,SADDLEBACK COLLEGE
2021-22,UCI,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,4,SADDLEBACK COLLEGE
2021-22,UCR,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,4,SADDLEBACK COLLEGE
2021-22,UCI,EDUCATION,"Education, General",3,SADDLEBACK COLLEGE
2021-22,UCI,ENGINEERING,"Aerospace, Aeronautical, and Astronautical/Space Engineering",3,SADDLEBACK COLLEGE
2021-22,UCR,ENGINEERING,Biomedical/Medical Engineering,3,SADDLEBACK COLLEGE
2021-22,UCI,ENGINEERING,Mechanical Engineering,3,SADDLEBACK COLLEGE
2021-22,UCI,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",7,SADDLEBACK COLLEGE
2021-22,UCLA,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",5,SADDLEBACK COLLEGE
2021-22,UCLA,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS","Linguistic, Comparative, and Related Language Studies and Services",3,SADDLEBACK COLLEGE
2021-22,UCI,HEALTH PROFESSIONS AND RELATED PROGRAMS,Public Health,5,SADDLEBACK COLLEGE
2021-22,UCSD,HEALTH PROFESSIONS AND RELATED PROGRAMS,Public Health,5,SADDLEBACK COLLEGE
2021-22,UCI,HISTORY,History,5,SADDLEBACK COLLEGE
2021-22,UCLA,HISTORY,History,5,SADDLEBACK COLLEGE
2021-22,UCI,MATHEMATICS AND STATISTICS,Mathematics,4,SADDLEBACK COLLEGE
2021-22,UCSB,MATHEMATICS AND STATISTICS,Mathematics,3,SADDLEBACK COLLEGE
2021-22,UCSB,MATHEMATICS AND STATISTICS,Statistics,3,SADDLEBACK COLLEGE
2021-22,UCSD,MULTI/INTERDISCIPLINARY STUDIES,Cognitive Science,3,SADDLEBACK COLLEGE
2021-22,UCSD,MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,7,SADDLEBACK COLLEGE
2021-22,UCD,NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,4,SADDLEBACK COLLEGE
2021-22,UCB,PHILOSOPHY AND RELIGIOUS STUDIES,Philosophy,3,SADDLEBACK COLLEGE
2021-22,UCI,PSYCHOLOGY,"Psychology, General",14,SADDLEBACK COLLEGE
2021-22,UCLA,PSYCHOLOGY,"Psychology, General",7,SADDLEBACK COLLEGE
2021-22,UCSD,PSYCHOLOGY,"Psychology, General",3,SADDLEBACK COLLEGE
2021-22,UCD,PSYCHOLOGY,Research and Experimental Psychology,7,SADDLEBACK COLLEGE
2021-22,UCI,PSYCHOLOGY,Research and Experimental Psychology,15,SADDLEBACK COLLEGE
2021-22,UCSB,PSYCHOLOGY,Research and Experimental Psychology,3,SADDLEBACK COLLEGE
2021-22,UCI,SOCIAL SCIENCES,Anthropology,5,SADDLEBACK COLLEGE
2021-22,UCLA,SOCIAL SCIENCES,Anthropology,8,SADDLEBACK COLLEGE
2021-22,UCI,SOCIAL SCIENCES,Criminology,11,SADDLEBACK COLLEGE
2021-22,UCI,SOCIAL SCIENCES,Economics,3,SADDLEBACK COLLEGE
2021-22,UCLA,SOCIAL SCIENCES,Economics,8,SADDLEBACK COLLEGE
2021-22,UCSB,SOCIAL SCIENCES,Economics,9,SADDLEBACK COLLEGE
2021-22,UCSD,SOCIAL SCIENCES,Economics,4,SADDLEBACK COLLEGE
2021-22,UCI,SOCIAL SCIENCES,Political Science and Government,5,SADDLEBACK COLLEGE
2021-22,UCLA,SOCIAL SCIENCES,Political Science and Government,9,SADDLEBACK COLLEGE
2021-22,UCR,SOCIAL SCIENCES,Political Science and Government,4,SADDLEBACK COLLEGE
2021-22,UCSB,SOCIAL SCIENCES,Political Science and Government,4,SADDLEBACK COLLEGE
2021-22,UCSC,SOCIAL SCIENCES,Political Science and Government,3,SADDLEBACK COLLEGE
2021-22,UCI,SOCIAL SCIENCES,Sociology,4,SADDLEBACK COLLEGE
2021-22,UCLA,SOCIAL SCIENCES,Sociology,6,SADDLEBACK COLLEGE
2021-22,UCSB,SOCIAL SCIENCES,Sociology,3,SADDLEBACK COLLEGE
2021-22,UCI,VISUAL AND PERFORMING ARTS,Drama/Theatre Arts and Stagecraft,3,SADDLEBACK COLLEGE
2022-23,UCLA,"AREA, ETHNIC, CULTURAL, GENDER, AND GROUP STUDIES","Ethnic, Cultural Minority, Gender, and Group Studies",5,SADDLEBACK COLLEGE
2022-23,UCI,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",12,SADDLEBACK COLLEGE
2022-23,UCB,BIOLOGICAL AND BIOMEDICAL SCIENCES,Cell/Cellular Biology and Anatomical Sciences,4,SADDLEBACK COLLEGE
2022-23,UCI,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES","Business Administration, Management and Operations",5,SADDLEBACK COLLEGE
2022-23,UCI,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Business/Managerial Economics,5,SADDLEBACK COLLEGE
2022-23,UCSD,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES",Management Sciences and Quantitative Methods,3,SADDLEBACK COLLEGE
2022-23,UCB,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,5,SADDLEBACK COLLEGE
2022-23,UCSB,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,16,SADDLEBACK COLLEGE
2022-23,UCSD,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS",Communication and Media Studies,4,SADDLEBACK COLLEGE
2022-23,UCI,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,5,SADDLEBACK COLLEGE
2022-23,UCR,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES,Computer Science,3,SADDLEBACK COLLEGE
2022-23,UCI,EDUCATION,"Education, General",3,SADDLEBACK COLLEGE
2022-23,UCI,ENGINEERING,Biomedical/Medical Engineering,4,SADDLEBACK COLLEGE
2022-23,UCSC,ENGINEERING,Computer Engineering,3,SADDLEBACK COLLEGE
2022-23,UCI,ENGINEERING,Mechanical Engineering,3,SADDLEBACK COLLEGE
2022-23,UCR,ENGINEERING,Mechanical Engineering,3,SADDLEBACK COLLEGE
2022-23,UCB,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",4,SADDLEBACK COLLEGE
2022-23,UCI,ENGLISH LANGUAGE AND LITERATURE/LETTERS,"English Language and Literature, General",7,SADDLEBACK COLLEGE
2022-23,UCI,HEALTH PROFESSIONS AND RELATED PROGRAMS,Public Health,5,SADDLEBACK COLLEGE
2022-23,UCSD,HEALTH PROFESSIONS AND RELATED PROGRAMS,Public Health,4,SADDLEBACK COLLEGE
2022-23,UCLA,HISTORY,History,3,SADDLEBACK COLLEGE
2022-23,UCI,MATHEMATICS AND STATISTICS,Mathematics,4,SADDLEBACK COLLEGE
2022-23,UCB,MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,3,SADDLEBACK COLLEGE
2022-23,UCI,MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,6,SADDLEBACK COLLEGE
2022-23,UCSD,MULTI/INTERDISCIPLINARY STUDIES,International/Globalization Studies,4,SADDLEBACK COLLEGE
2022-23,UCB,NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,3,SADDLEBACK COLLEGE
2022-23,UCSB,NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,3,SADDLEBACK COLLEGE
2022-23,UCSC,NATURAL RESOURCES AND CONSERVATION,Natural Resources Conservation and Research,4,SADDLEBACK COLLEGE
2022-23,UCI,PHYSICAL SCIENCES,Chemistry,4,SADDLEBACK COLLEGE
2022-23,UCI,PSYCHOLOGY,"Psychology, General",7,SADDLEBACK COLLEGE
2022-23,UCLA,PSYCHOLOGY,"Psychology, General",7,SADDLEBACK COLLEGE
2022-23,UCSD,PSYCHOLOGY,"Psychology, General",5,SADDLEBACK COLLEGE
2022-23,UCSD,PSYCHOLOGY,"Psychology, Other",4,SADDLEBACK COLLEGE
2022-23,UCI,PSYCHOLOGY,Research and Experimental Psychology,13,SADDLEBACK COLLEGE
2022-23,UCSB,PSYCHOLOGY,Research and Experimental Psychology,5,SADDLEBACK COLLEGE
2022-23,UCB,SOCIAL SCIENCES,Anthropology,3,SADDLEBACK COLLEGE
2022-23,UCLA,SOCIAL SCIENCES,Anthropology,3,SADDLEBACK COLLEGE
2022-23,UCI,SOCIAL SCIENCES,Criminology,10,SADDLEBACK COLLEGE
2022-23,UCI,SOCIAL SCIENCES,Economics,3,SADDLEBACK COLLEGE
2022-23,UCLA,SOCIAL SCIENCES,Economics,4,SADDLEBACK COLLEGE
2022-23,UCSB,SOCIAL SCIENCES,Economics,9,SADDLEBACK COLLEGE
2022-23,UCI,SOCIAL SCIENCES,Political Science and Government,5,SADDLEBACK COLLEGE
2022-23,UCLA,SOCIAL SCIENCES,Political Science and Government,14,SADDLEBACK COLLEGE
2022-23,UCSC,SOCIAL SCIENCES,Political Science and Government,3,SADDLEBACK COLLEGE
2022-23,UCSD,SOCIAL SCIENCES,Political Science and Government,3,SADDLEBACK COLLEGE
2022-23,UCI,SOCIAL SCIENCES,Sociology,3,SADDLEBACK COLLEGE
2022-23,UCLA,SOCIAL SCIENCES,Sociology,4,SADDLEBACK COLLEGE
2022-23,UCR,VISUAL AND PERFORMING ARTS,Film/Video and Photographic Arts,3,SADDLEBACK COLLEGE
2022-23,UCI,VISUAL AND PERFORMING ARTS,Fine and Studio Arts,5,SADDLEBACK COLLEGE
2023-24,UCI,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",16,SADDLEBACK COLLEGE
2023-24,UCLA,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",5,SADDLEBACK COLLEGE
2023-24,UCSD,BIOLOGICAL AND BIOMEDICAL SCIENCES,"Biology, General",3,SADDLEBACK COLLEGE
2023-24,UCSD,BIOLOGICAL AND BIOMEDICAL SCIENCES,Cell/Cellular Biology and Anatomical Sciences,3,SADDLEBACK COLLEGE
