cc_name,uc_campus,year,total_major_enrolls
FOOTHILL,Irvine,2023,10
FOOTHILL,Irvine,2024,3
FOOTHILL,Los Angeles,2013,42
FOOTHILL,Los Angeles,2014,60
FOOTHILL,Los Angeles,2015,49
FOOTHILL,Los Angeles,2016,65
FOOTHILL,Los Angeles,2017,45
FOOTHILL,Los Angeles,2018,32
FOOTHILL,Los Angeles,2019,48
FOOTHILL,Los Angeles,2020,36
FOOTHILL,Los Angeles,2021,46
FOOTHILL,Los Angeles,2022,29
FOOTHILL,Los Angeles,2023,26
FOOTHILL,Los Angeles,2024,37
FOOTHILL,Merced,2022,3
FOOTHILL,Riverside,2014,8
FOOTHILL,Riverside,2017,3
FOOTHILL,Riverside,2018,12
FOOTHILL,Riverside,2019,11
FOOTHILL,Riverside,2020,9
FOOTHILL,Riverside,2021,6
FOOTHILL,Riverside,2022,7
FOOTHILL,Riverside,2023,3
FOOTHILL,Riverside,2024,6
FOOTHILL,San Diego,2013,55
FOOTHILL,San Diego,2014,63
FOOTHILL,San Diego,2015,49
FOOTHILL,San Diego,2016,63
FOOTHILL,San Diego,2017,75
FOOTHILL,San Diego,2018,64
FOOTHILL,San Diego,2019,55
FOOTHILL,San Diego,2020,48
FOOTHILL,San Diego,2021,50
FOOTHILL,San Diego,2022,40
FOOTHILL,San Diego,2023,19
FOOTHILL,San Diego,2024,41
FOOTHILL,Santa Barbara,2013,20
FOOTHILL,Santa Barbara,2014,17
FOOTHILL,Santa Barbara,2015,21
FOOTHILL,Santa Barbara,2016,17
FOOTHILL,Santa Barbara,2017,27
FOOTHILL,Santa Barbara,2018,40
FOOTHILL,Santa Barbara,2019,43
FOOTHILL,Santa Barbara,2020,28
FOOTHILL,Santa Barbara,2021,19
FOOTHILL,Santa Barbara,2022,39
FOOTHILL,Santa Barbara,2023,19
FOOTHILL,Santa Barbara,2024,15
FOOTHILL,Santa Cruz,2013,13
FOOTHILL,Santa Cruz,2014,7
FOOTHILL,Santa Cruz,2015,17
FOOTHILL,Santa Cruz,2016,19
FOOTHILL,Santa Cruz,2017,13
FOOTHILL,Santa Cruz,2018,22
FOOTHILL,Santa Cruz,2019,48
FOOTHILL,Santa Cruz,2020,29
FOOTHILL,Santa Cruz,2021,57
FOOTHILL,Santa Cruz,2022,37
FOOTHILL,Santa Cruz,2023,28
FOOTHILL,Santa Cruz,2024,17
FRESNO CITY,Berkeley,2014,3
FRESNO CITY,Berkeley,2020,3
FRESNO CITY,Davis,2013,8
FRESNO CITY,Davis,2015,3
FRESNO CITY,Davis,2022,3
FRESNO CITY,Irvine,2017,3
FRESNO CITY,Irvine,2020,4
FRESNO CITY,Los Angeles,2016,3
FRESNO CITY,Los Angeles,2022,3
FRESNO CITY,Merced,2021,4
FRESNO CITY,Riverside,2016,3
FRESNO CITY,Riverside,2021,3
FRESNO CITY,San Diego,2018,3
FRESNO CITY,Santa Barbara,2013,3
FRESNO CITY,Santa Cruz,2020,6
FULLERTON,Berkeley,2014,3
FULLERTON,Berkeley,2015,9
FULLERTON,Berkeley,2016,10
FULLERTON,Berkeley,2017,7
FULLERTON,Berkeley,2018,15
FULLERTON,Berkeley,2019,13
FULLERTON,Berkeley,2020,15
FULLERTON,Berkeley,2022,19
FULLERTON,Berkeley,2023,19
FULLERTON,Berkeley,2024,7
FULLERTON,Davis,2014,3
FULLERTON,Davis,2015,3
FULLERTON,Davis,2016,3
FULLERTON,Davis,2017,3
FULLERTON,Davis,2018,6
FULLERTON,Davis,2019,3
FULLERTON,Davis,2020,3
FULLERTON,Davis,2022,4
FULLERTON,Irvine,2013,41
FULLERTON,Irvine,2014,41
FULLERTON,Irvine,2015,39
FULLERTON,Irvine,2016,37
FULLERTON,Irvine,2017,53
FULLERTON,Irvine,2018,74
FULLERTON,Irvine,2019,55
FULLERTON,Irvine,2020,86
FULLERTON,Irvine,2021,55
FULLERTON,Irvine,2022,43
FULLERTON,Irvine,2023,74
FULLERTON,Irvine,2024,39
FULLERTON,Los Angeles,2013,32
FULLERTON,Los Angeles,2014,39
FULLERTON,Los Angeles,2015,34
FULLERTON,Los Angeles,2016,32
FULLERTON,Los Angeles,2017,37
FULLERTON,Los Angeles,2018,28
FULLERTON,Los Angeles,2019,28
FULLERTON,Los Angeles,2020,21
FULLERTON,Los Angeles,2021,29
FULLERTON,Los Angeles,2022,22
FULLERTON,Los Angeles,2023,39
FULLERTON,Los Angeles,2024,15
FULLERTON,Riverside,2013,13
FULLERTON,Riverside,2015,4
FULLERTON,Riverside,2017,3
FULLERTON,Riverside,2018,9
FULLERTON,Riverside,2019,19
FULLERTON,Riverside,2020,22
FULLERTON,Riverside,2021,21
FULLERTON,Riverside,2022,17
FULLERTON,San Diego,2013,5
FULLERTON,San Diego,2014,13
FULLERTON,San Diego,2015,7
FULLERTON,San Diego,2016,3
FULLERTON,San Diego,2017,17
FULLERTON,San Diego,2018,12
FULLERTON,San Diego,2019,10
FULLERTON,San Diego,2020,21
FULLERTON,San Diego,2021,9
FULLERTON,San Diego,2022,9
FULLERTON,San Diego,2023,7
FULLERTON,San Diego,2024,13
FULLERTON,Santa Barbara,2013,12
FULLERTON,Santa Barbara,2014,4
FULLERTON,Santa Barbara,2017,3
FULLERTON,Santa Barbara,2018,13
FULLERTON,Santa Barbara,2019,8
FULLERTON,Santa Barbara,2020,5
FULLERTON,Santa Barbara,2021,11
FULLERTON,Santa Barbara,2022,5
FULLERTON,Santa Barbara,2023,6
FULLERTON,Santa Barbara,2024,3
FULLERTON,Santa Cruz,2021,4
FULLERTON,Santa Cruz,2022,3
GAVILAN,Berkeley,2019,3
GAVILAN,Davis,2021,3
GAVILAN,Santa Barbara,2017,8
GAVILAN,Santa Cruz,2013,9
GAVILAN,Santa Cruz,2019,3
GAVILAN,Santa Cruz,2020,7
GAVILAN,Santa Cruz,2021,4
GLENDALE,Berkeley,2013,7
GLENDALE,Berkeley,2014,12
GLENDALE,Berkeley,2015,12
GLENDALE,Berkeley,2017,14
GLENDALE,Berkeley,2018,18
GLENDALE,Berkeley,2019,9
GLENDALE,Berkeley,2020,19
GLENDALE,Berkeley,2021,6
GLENDALE,Berkeley,2022,8
GLENDALE,Berkeley,2023,3
GLENDALE,Berkeley,2024,9
GLENDALE,Davis,2013,4
GLENDALE,Davis,2015,3
GLENDALE,Davis,2016,3
GLENDALE,Davis,2017,4
GLENDALE,Davis,2021,3
GLENDALE,Irvine,2013,29
GLENDALE,Irvine,2014,31
GLENDALE,Irvine,2015,26
GLENDALE,Irvine,2016,33
GLENDALE,Irvine,2017,26
GLENDALE,Irvine,2018,43
GLENDALE,Irvine,2019,25
GLENDALE,Irvine,2020,46
GLENDALE,Irvine,2021,35
GLENDALE,Irvine,2022,45
GLENDALE,Irvine,2023,35
GLENDALE,Irvine,2024,48
GLENDALE,Los Angeles,2013,66
GLENDALE,Los Angeles,2014,63
GLENDALE,Los Angeles,2015,80
GLENDALE,Los Angeles,2016,62
GLENDALE,Los Angeles,2017,90
GLENDALE,Los Angeles,2018,98
GLENDALE,Los Angeles,2019,94
GLENDALE,Los Angeles,2020,99
GLENDALE,Los Angeles,2021,118
GLENDALE,Los Angeles,2022,81
GLENDALE,Los Angeles,2023,80
GLENDALE,Los Angeles,2024,85
GLENDALE,Riverside,2013,4
GLENDALE,Riverside,2014,14
GLENDALE,Riverside,2015,3
GLENDALE,Riverside,2016,4
GLENDALE,Riverside,2017,4
GLENDALE,Riverside,2018,3
GLENDALE,Riverside,2019,8
GLENDALE,Riverside,2020,10
GLENDALE,Riverside,2021,6
GLENDALE,Riverside,2022,17
GLENDALE,Riverside,2023,7
GLENDALE,Riverside,2024,4
GLENDALE,San Diego,2013,6
GLENDALE,San Diego,2014,33
GLENDALE,San Diego,2015,10
GLENDALE,San Diego,2016,25
GLENDALE,San Diego,2017,21
GLENDALE,San Diego,2018,24
GLENDALE,San Diego,2019,20
GLENDALE,San Diego,2020,31
GLENDALE,San Diego,2021,16
GLENDALE,San Diego,2022,18
GLENDALE,San Diego,2023,17
GLENDALE,San Diego,2024,22
GLENDALE,Santa Barbara,2013,19
GLENDALE,Santa Barbara,2014,9
GLENDALE,Santa Barbara,2015,18
GLENDALE,Santa Barbara,2016,26
GLENDALE,Santa Barbara,2017,23
GLENDALE,Santa Barbara,2018,28
GLENDALE,Santa Barbara,2019,39
GLENDALE,Santa Barbara,2020,7
GLENDALE,Santa Barbara,2021,27
GLENDALE,Santa Barbara,2022,9
GLENDALE,Santa Barbara,2023,9
GLENDALE,Santa Barbara,2024,3
GLENDALE,Santa Cruz,2013,3
GLENDALE,Santa Cruz,2014,3
GOLDEN WEST,Berkeley,2014,3
GOLDEN WEST,Berkeley,2015,6
GOLDEN WEST,Berkeley,2016,4
GOLDEN WEST,Berkeley,2021,3
GOLDEN WEST,Berkeley,2024,3
GOLDEN WEST,Davis,2024,3
GOLDEN WEST,Irvine,2013,33
GOLDEN WEST,Irvine,2014,55
GOLDEN WEST,Irvine,2015,38
GOLDEN WEST,Irvine,2016,34
GOLDEN WEST,Irvine,2017,35
GOLDEN WEST,Irvine,2018,28
GOLDEN WEST,Irvine,2019,23
GOLDEN WEST,Irvine,2020,20
GOLDEN WEST,Irvine,2021,46
GOLDEN WEST,Irvine,2022,30
GOLDEN WEST,Irvine,2023,38
GOLDEN WEST,Irvine,2024,47
GOLDEN WEST,Los Angeles,2013,6
GOLDEN WEST,Los Angeles,2014,7
GOLDEN WEST,Los Angeles,2015,4
GOLDEN WEST,Los Angeles,2016,7
GOLDEN WEST,Los Angeles,2017,3
GOLDEN WEST,Los Angeles,2018,7
GOLDEN WEST,Los Angeles,2019,3
GOLDEN WEST,Los Angeles,2021,4
GOLDEN WEST,Los Angeles,2023,7
GOLDEN WEST,Los Angeles,2024,6
GOLDEN WEST,Riverside,2021,3
GOLDEN WEST,Riverside,2022,5
GOLDEN WEST,Riverside,2024,4
GOLDEN WEST,San Diego,2016,3
GOLDEN WEST,San Diego,2020,3
GOLDEN WEST,San Diego,2022,3
GOLDEN WEST,San Diego,2023,3
GOLDEN WEST,Santa Barbara,2013,3
GOLDEN WEST,Santa Barbara,2014,3
GOLDEN WEST,Santa Barbara,2015,6
GOLDEN WEST,Santa Barbara,2016,3
GOLDEN WEST,Santa Barbara,2019,3
GOLDEN WEST,Santa Barbara,2022,4
GOLDEN WEST,Santa Barbara,2023,4
GROSSMONT,Berkeley,2016,3
GROSSMONT,Berkeley,2018,5
GROSSMONT,Berkeley,2022,3
GROSSMONT,Berkeley,2023,8
GROSSMONT,Davis,2024,3
GROSSMONT,Irvine,2020,3
GROSSMONT,Los Angeles,2013,3
GROSSMONT,Los Angeles,2016,3
GROSSMONT,Los Angeles,2017,3
GROSSMONT,Riverside,2017,3
GROSSMONT,San Diego,2013,58
GROSSMONT,San Diego,2014,56
GROSSMONT,San Diego,2015,61
GROSSMONT,San Diego,2016,65
GROSSMONT,San Diego,2017,63
GROSSMONT,San Diego,2018,39
GROSSMONT,San Diego,2019,71
GROSSMONT,San Diego,2020,47
GROSSMONT,San Diego,2021,55
GROSSMONT,San Diego,2022,62
GROSSMONT,San Diego,2023,42
GROSSMONT,San Diego,2024,39
GROSSMONT,Santa Cruz,2020,3
GROSSMONT,Santa Cruz,2021,4
HARTNELL,Berkeley,2017,4
HARTNELL,Berkeley,2018,6
HARTNELL,Berkeley,2019,3
HARTNELL,Berkeley,2020,4
HARTNELL,Berkeley,2021,3
HARTNELL,Berkeley,2022,3
HARTNELL,Berkeley,2023,3
HARTNELL,Davis,2015,3
HARTNELL,Davis,2017,6
HARTNELL,Davis,2018,3
HARTNELL,Davis,2019,10
HARTNELL,Davis,2021,9
HARTNELL,Davis,2022,3
HARTNELL,Santa Barbara,2013,3
HARTNELL,Santa Cruz,2013,12
HARTNELL,Santa Cruz,2015,6
HARTNELL,Santa Cruz,2016,10
HARTNELL,Santa Cruz,2018,10
HARTNELL,Santa Cruz,2019,23
HARTNELL,Santa Cruz,2020,8
HARTNELL,Santa Cruz,2022,7
HARTNELL,Santa Cruz,2023,3
HARTNELL,Santa Cruz,2024,3
IMPERIAL VALLEY,Davis,2019,3
IMPERIAL VALLEY,Riverside,2022,4
IMPERIAL VALLEY,San Diego,2015,10
IMPERIAL VALLEY,San Diego,2017,9
IMPERIAL VALLEY,San Diego,2018,3
IMPERIAL VALLEY,San Diego,2019,9
IMPERIAL VALLEY,San Diego,2020,4
IMPERIAL VALLEY,San Diego,2021,13
IMPERIAL VALLEY,San Diego,2022,17
IMPERIAL VALLEY,San Diego,2024,6
IRVINE VALLEY,Berkeley,2013,6
IRVINE VALLEY,Berkeley,2014,25
IRVINE VALLEY,Berkeley,2015,23
IRVINE VALLEY,Berkeley,2016,17
IRVINE VALLEY,Berkeley,2017,31
IRVINE VALLEY,Berkeley,2018,29
IRVINE VALLEY,Berkeley,2019,23
IRVINE VALLEY,Berkeley,2020,13
IRVINE VALLEY,Berkeley,2021,29
IRVINE VALLEY,Berkeley,2022,29
IRVINE VALLEY,Berkeley,2023,30
IRVINE VALLEY,Berkeley,2024,45
IRVINE VALLEY,Davis,2015,6
IRVINE VALLEY,Davis,2016,6
IRVINE VALLEY,Davis,2017,9
IRVINE VALLEY,Davis,2018,3
IRVINE VALLEY,Davis,2019,7
IRVINE VALLEY,Davis,2021,9
IRVINE VALLEY,Davis,2022,9
IRVINE VALLEY,Davis,2023,3
IRVINE VALLEY,Davis,2024,9
IRVINE VALLEY,Irvine,2013,119
IRVINE VALLEY,Irvine,2014,137
IRVINE VALLEY,Irvine,2015,163
IRVINE VALLEY,Irvine,2016,164
IRVINE VALLEY,Irvine,2017,233
IRVINE VALLEY,Irvine,2018,275
IRVINE VALLEY,Irvine,2019,257
IRVINE VALLEY,Irvine,2020,380
IRVINE VALLEY,Irvine,2021,329
IRVINE VALLEY,Irvine,2022,315
IRVINE VALLEY,Irvine,2023,268
IRVINE VALLEY,Irvine,2024,298
IRVINE VALLEY,Los Angeles,2013,35
IRVINE VALLEY,Los Angeles,2014,62
IRVINE VALLEY,Los Angeles,2015,58
IRVINE VALLEY,Los Angeles,2016,45
IRVINE VALLEY,Los Angeles,2017,38
IRVINE VALLEY,Los Angeles,2018,69
IRVINE VALLEY,Los Angeles,2019,49
IRVINE VALLEY,Los Angeles,2020,50
IRVINE VALLEY,Los Angeles,2021,75
IRVINE VALLEY,Los Angeles,2022,105
IRVINE VALLEY,Los Angeles,2023,94
IRVINE VALLEY,Los Angeles,2024,121
IRVINE VALLEY,Riverside,2013,3
IRVINE VALLEY,Riverside,2014,6
IRVINE VALLEY,Riverside,2015,9
IRVINE VALLEY,Riverside,2016,3
IRVINE VALLEY,Riverside,2017,12
IRVINE VALLEY,Riverside,2018,18
IRVINE VALLEY,Riverside,2019,27
IRVINE VALLEY,Riverside,2020,33
IRVINE VALLEY,Riverside,2021,56
IRVINE VALLEY,Riverside,2022,38
IRVINE VALLEY,Riverside,2023,24
IRVINE VALLEY,Riverside,2024,13
IRVINE VALLEY,San Diego,2013,22
IRVINE VALLEY,San Diego,2014,32
IRVINE VALLEY,San Diego,2015,31
IRVINE VALLEY,San Diego,2016,42
IRVINE VALLEY,San Diego,2017,34
IRVINE VALLEY,San Diego,2018,34
IRVINE VALLEY,San Diego,2019,36
IRVINE VALLEY,San Diego,2020,49
IRVINE VALLEY,San Diego,2021,62
IRVINE VALLEY,San Diego,2022,71
IRVINE VALLEY,San Diego,2023,87
IRVINE VALLEY,San Diego,2024,57
IRVINE VALLEY,Santa Barbara,2013,17
IRVINE VALLEY,Santa Barbara,2014,7
IRVINE VALLEY,Santa Barbara,2015,19
IRVINE VALLEY,Santa Barbara,2016,14
IRVINE VALLEY,Santa Barbara,2017,23
IRVINE VALLEY,Santa Barbara,2018,22
IRVINE VALLEY,Santa Barbara,2019,27
IRVINE VALLEY,Santa Barbara,2020,30
IRVINE VALLEY,Santa Barbara,2021,38
IRVINE VALLEY,Santa Barbara,2022,40
IRVINE VALLEY,Santa Barbara,2023,24
IRVINE VALLEY,Santa Barbara,2024,17
IRVINE VALLEY,Santa Cruz,2013,3
IRVINE VALLEY,Santa Cruz,2017,3
IRVINE VALLEY,Santa Cruz,2018,4
IRVINE VALLEY,Santa Cruz,2019,7
IRVINE VALLEY,Santa Cruz,2020,5
IRVINE VALLEY,Santa Cruz,2021,11
IRVINE VALLEY,Santa Cruz,2022,8
IRVINE VALLEY,Santa Cruz,2023,5
IRVINE VALLEY,Santa Cruz,2024,3
LAKE TAHOE,Davis,2023,3
LAKE TAHOE,Irvine,2019,5
LANEY,Berkeley,2013,24
LANEY,Berkeley,2014,19
LANEY,Berkeley,2015,25
LANEY,Berkeley,2016,29
LANEY,Berkeley,2017,15
LANEY,Berkeley,2018,20
LANEY,Berkeley,2019,31
LANEY,Berkeley,2020,41
LANEY,Berkeley,2021,30
LANEY,Berkeley,2022,22
LANEY,Berkeley,2023,17
LANEY,Berkeley,2024,20
LANEY,Davis,2013,37
LANEY,Davis,2014,23
LANEY,Davis,2015,27
LANEY,Davis,2016,39
LANEY,Davis,2017,24
LANEY,Davis,2018,23
LANEY,Davis,2019,17
LANEY,Davis,2020,8
LANEY,Davis,2021,15
LANEY,Davis,2022,6
LANEY,Davis,2023,14
LANEY,Davis,2024,10
LANEY,Los Angeles,2013,3
LANEY,Los Angeles,2014,7
LANEY,Los Angeles,2017,3
LANEY,San Diego,2014,8
LANEY,San Diego,2016,3
LANEY,San Diego,2017,3
LANEY,San Diego,2019,15
LANEY,San Diego,2020,3
LANEY,San Diego,2022,3
LANEY,Santa Barbara,2018,6
LANEY,Santa Barbara,2021,3
LANEY,Santa Barbara,2023,3
LANEY,Santa Cruz,2016,4
LANEY,Santa Cruz,2019,8
LANEY,Santa Cruz,2020,3
LANEY,Santa Cruz,2021,4
LANEY,Santa Cruz,2022,3
LAS POSITAS,Berkeley,2013,19
LAS POSITAS,Berkeley,2014,14
LAS POSITAS,Berkeley,2015,8
LAS POSITAS,Berkeley,2016,14
LAS POSITAS,Berkeley,2017,12
LAS POSITAS,Berkeley,2018,10
LAS POSITAS,Berkeley,2019,19
LAS POSITAS,Berkeley,2020,7
LAS POSITAS,Berkeley,2021,11
LAS POSITAS,Berkeley,2022,4
LAS POSITAS,Berkeley,2023,22
LAS POSITAS,Berkeley,2024,7
LAS POSITAS,Davis,2013,29
LAS POSITAS,Davis,2014,25
LAS POSITAS,Davis,2015,20
LAS POSITAS,Davis,2016,32
LAS POSITAS,Davis,2017,34
LAS POSITAS,Davis,2018,51
LAS POSITAS,Davis,2019,25
LAS POSITAS,Davis,2020,34
LAS POSITAS,Davis,2021,42
LAS POSITAS,Davis,2022,61
LAS POSITAS,Davis,2023,45
LAS POSITAS,Davis,2024,35
LAS POSITAS,Irvine,2014,3
LAS POSITAS,Irvine,2015,3
LAS POSITAS,Irvine,2020,4
LAS POSITAS,Irvine,2021,4
LAS POSITAS,Irvine,2022,4
LAS POSITAS,Irvine,2023,4
LAS POSITAS,Irvine,2024,5
LAS POSITAS,Los Angeles,2017,3
LAS POSITAS,Los Angeles,2018,3
LAS POSITAS,Los Angeles,2019,6
LAS POSITAS,Los Angeles,2020,3
LAS POSITAS,Los Angeles,2021,4
LAS POSITAS,Los Angeles,2022,12
LAS POSITAS,Los Angeles,2023,20
LAS POSITAS,Los Angeles,2024,13
LAS POSITAS,Riverside,2021,11
LAS POSITAS,Riverside,2022,7
LAS POSITAS,Riverside,2023,4
LAS POSITAS,Riverside,2024,4
LAS POSITAS,San Diego,2014,3
LAS POSITAS,San Diego,2015,6
LAS POSITAS,San Diego,2016,3
LAS POSITAS,San Diego,2017,6
LAS POSITAS,San Diego,2018,6
LAS POSITAS,San Diego,2021,3
LAS POSITAS,San Diego,2022,6
LAS POSITAS,San Diego,2024,7
LAS POSITAS,Santa Barbara,2013,3
LAS POSITAS,Santa Barbara,2015,3
LAS POSITAS,Santa Barbara,2016,3
LAS POSITAS,Santa Barbara,2017,11
LAS POSITAS,Santa Barbara,2018,6
LAS POSITAS,Santa Barbara,2019,11
LAS POSITAS,Santa Barbara,2020,16
LAS POSITAS,Santa Barbara,2021,17
LAS POSITAS,Santa Barbara,2022,10
LAS POSITAS,Santa Barbara,2023,22
LAS POSITAS,Santa Barbara,2024,6
LAS POSITAS,Santa Cruz,2013,9
LAS POSITAS,Santa Cruz,2016,3
LAS POSITAS,Santa Cruz,2017,6
LAS POSITAS,Santa Cruz,2018,7
LAS POSITAS,Santa Cruz,2019,14
LAS POSITAS,Santa Cruz,2020,3
LAS POSITAS,Santa Cruz,2021,11
LAS POSITAS,Santa Cruz,2022,9
LAS POSITAS,Santa Cruz,2023,20
LAS POSITAS,Santa Cruz,2024,11
LONG BEACH CITY,Berkeley,2013,3
LONG BEACH CITY,Berkeley,2014,3
LONG BEACH CITY,Berkeley,2016,3
LONG BEACH CITY,Berkeley,2018,10
LONG BEACH CITY,Berkeley,2019,3
LONG BEACH CITY,Berkeley,2023,7
LONG BEACH CITY,Berkeley,2024,3
LONG BEACH CITY,Irvine,2014,6
LONG BEACH CITY,Irvine,2015,8
LONG BEACH CITY,Irvine,2016,6
LONG BEACH CITY,Irvine,2017,7
LONG BEACH CITY,Irvine,2018,14
LONG BEACH CITY,Irvine,2019,15
LONG BEACH CITY,Irvine,2020,18
LONG BEACH CITY,Irvine,2021,17
LONG BEACH CITY,Irvine,2022,14
LONG BEACH CITY,Irvine,2023,8
LONG BEACH CITY,Irvine,2024,17
LONG BEACH CITY,Los Angeles,2013,9
LONG BEACH CITY,Los Angeles,2014,9
LONG BEACH CITY,Los Angeles,2015,16
LONG BEACH CITY,Los Angeles,2016,8
LONG BEACH CITY,Los Angeles,2017,19
LONG BEACH CITY,Los Angeles,2018,24
LONG BEACH CITY,Los Angeles,2019,10
LONG BEACH CITY,Los Angeles,2020,26
LONG BEACH CITY,Los Angeles,2021,17
LONG BEACH CITY,Los Angeles,2022,12
LONG BEACH CITY,Los Angeles,2023,19
LONG BEACH CITY,Los Angeles,2024,24
LONG BEACH CITY,Riverside,2013,3
LONG BEACH CITY,Riverside,2014,3
LONG BEACH CITY,Riverside,2017,3
LONG BEACH CITY,Riverside,2019,3
LONG BEACH CITY,Riverside,2020,5
LONG BEACH CITY,Riverside,2021,3
LONG BEACH CITY,Riverside,2022,3
LONG BEACH CITY,Riverside,2023,4
LONG BEACH CITY,San Diego,2019,4
LONG BEACH CITY,San Diego,2022,3
LONG BEACH CITY,San Diego,2024,3
LONG BEACH CITY,Santa Barbara,2013,3
LONG BEACH CITY,Santa Barbara,2014,4
LONG BEACH CITY,Santa Barbara,2015,5
LONG BEACH CITY,Santa Barbara,2017,3
LONG BEACH CITY,Santa Barbara,2018,10
LONG BEACH CITY,Santa Barbara,2022,7
LONG BEACH CITY,Santa Barbara,2023,7
LONG BEACH CITY,Santa Barbara,2024,10
LONG BEACH CITY,Santa Cruz,2013,3
LOS ANGELES CITY,Berkeley,2014,9
LOS ANGELES CITY,Berkeley,2015,3
LOS ANGELES CITY,Berkeley,2016,4
LOS ANGELES CITY,Berkeley,2017,3
LOS ANGELES CITY,Berkeley,2018,3
LOS ANGELES CITY,Berkeley,2022,6
LOS ANGELES CITY,Berkeley,2023,3
LOS ANGELES CITY,Irvine,2015,4
LOS ANGELES CITY,Irvine,2016,8
LOS ANGELES CITY,Irvine,2017,14
LOS ANGELES CITY,Irvine,2018,4
LOS ANGELES CITY,Irvine,2019,7
LOS ANGELES CITY,Irvine,2020,9
LOS ANGELES CITY,Irvine,2022,8
LOS ANGELES CITY,Irvine,2023,6
LOS ANGELES CITY,Irvine,2024,6
LOS ANGELES CITY,Los Angeles,2013,11
LOS ANGELES CITY,Los Angeles,2014,17
LOS ANGELES CITY,Los Angeles,2015,21
LOS ANGELES CITY,Los Angeles,2016,22
LOS ANGELES CITY,Los Angeles,2017,40
LOS ANGELES CITY,Los Angeles,2018,28
LOS ANGELES CITY,Los Angeles,2019,22
LOS ANGELES CITY,Los Angeles,2020,21
LOS ANGELES CITY,Los Angeles,2021,35
LOS ANGELES CITY,Los Angeles,2022,33
LOS ANGELES CITY,Los Angeles,2023,25
LOS ANGELES CITY,Los Angeles,2024,20
LOS ANGELES CITY,Riverside,2015,5
LOS ANGELES CITY,Riverside,2018,3
LOS ANGELES CITY,Riverside,2020,5
LOS ANGELES CITY,San Diego,2015,6
LOS ANGELES CITY,San Diego,2017,5
LOS ANGELES CITY,San Diego,2018,3
LOS ANGELES CITY,San Diego,2023,6
LOS ANGELES CITY,Santa Barbara,2015,3
LOS ANGELES CITY,Santa Barbara,2017,4
LOS ANGELES CITY,Santa Barbara,2018,4
LOS ANGELES CITY,Santa Barbara,2020,3
LOS ANGELES CITY,Santa Barbara,2023,4
LOS ANGELES HARBOR,Berkeley,2020,3
LOS ANGELES HARBOR,Davis,2020,3
LOS ANGELES HARBOR,Irvine,2014,3
LOS ANGELES HARBOR,Irvine,2016,8
LOS ANGELES HARBOR,Irvine,2018,4
LOS ANGELES HARBOR,Irvine,2019,5
LOS ANGELES HARBOR,Irvine,2020,3
LOS ANGELES HARBOR,Irvine,2021,4
LOS ANGELES HARBOR,Irvine,2024,3
LOS ANGELES HARBOR,Los Angeles,2014,3
LOS ANGELES HARBOR,Los Angeles,2015,3
LOS ANGELES HARBOR,Los Angeles,2016,5
LOS ANGELES HARBOR,Los Angeles,2017,3
LOS ANGELES HARBOR,Los Angeles,2018,3
LOS ANGELES HARBOR,Los Angeles,2020,4
LOS ANGELES HARBOR,Los Angeles,2022,11
LOS ANGELES HARBOR,Los Angeles,2023,5
LOS ANGELES HARBOR,Riverside,2021,3
LOS ANGELES HARBOR,San Diego,2019,3
LOS ANGELES HARBOR,San Diego,2022,3
LOS ANGELES HARBOR,Santa Barbara,2017,8
LOS ANGELES HARBOR,Santa Barbara,2019,3
LOS ANGELES MISSION,Irvine,2019,3
LOS ANGELES MISSION,Los Angeles,2013,3
LOS ANGELES MISSION,Los Angeles,2014,3
LOS ANGELES MISSION,Los Angeles,2015,3
LOS ANGELES MISSION,Los Angeles,2016,3
LOS ANGELES MISSION,Los Angeles,2017,7
LOS ANGELES MISSION,Los Angeles,2018,6
LOS ANGELES MISSION,Los Angeles,2021,3
LOS ANGELES MISSION,Los Angeles,2023,9
LOS ANGELES MISSION,Santa Barbara,2018,3
LOS ANGELES MISSION,Santa Cruz,2019,3
LOS ANGELES PIERCE,Berkeley,2013,12
LOS ANGELES PIERCE,Berkeley,2014,9
LOS ANGELES PIERCE,Berkeley,2016,15
LOS ANGELES PIERCE,Berkeley,2017,6
LOS ANGELES PIERCE,Berkeley,2018,3
LOS ANGELES PIERCE,Berkeley,2019,13
LOS ANGELES PIERCE,Berkeley,2020,8
LOS ANGELES PIERCE,Berkeley,2021,19
LOS ANGELES PIERCE,Berkeley,2022,11
LOS ANGELES PIERCE,Berkeley,2023,32
LOS ANGELES PIERCE,Berkeley,2024,14
LOS ANGELES PIERCE,Davis,2014,3
LOS ANGELES PIERCE,Davis,2015,3
LOS ANGELES PIERCE,Davis,2019,4
LOS ANGELES PIERCE,Davis,2022,5
LOS ANGELES PIERCE,Davis,2023,3
LOS ANGELES PIERCE,Davis,2024,6
LOS ANGELES PIERCE,Irvine,2013,3
LOS ANGELES PIERCE,Irvine,2014,13
LOS ANGELES PIERCE,Irvine,2015,8
LOS ANGELES PIERCE,Irvine,2016,16
LOS ANGELES PIERCE,Irvine,2017,12
LOS ANGELES PIERCE,Irvine,2018,9
LOS ANGELES PIERCE,Irvine,2019,14
LOS ANGELES PIERCE,Irvine,2020,15
LOS ANGELES PIERCE,Irvine,2021,17
LOS ANGELES PIERCE,Irvine,2022,26
LOS ANGELES PIERCE,Irvine,2023,26
LOS ANGELES PIERCE,Irvine,2024,10
