year,college,math_retention_rate,math_success_rate,english_retention_rate,english_success_rate,eops_headcount,eops_care_headcount,aid_ftft_pell_grant_rate,aid_ftft_federal_loan_rate,aid_pell_grant_rate,aid_federal_loan_rate,aid_loan_principal,aid_median_debt_first_generation_students,aid_median_debt_non_first_generation_students,student_demographics_student_faculty_ratio,cost_avg_net_price_public,cost_net_price_public_by_income_level_0_30000,cost_net_price_public_by_income_level_30001_48000,cost_net_price_public_by_income_level_48001_75000,cost_net_price_public_by_income_level_75001_110000,cost_title_iv_public_by_income_level_0_30000,cost_title_iv_public_by_income_level_30001_48000,cost_title_iv_public_by_income_level_48001_75000,cost_attendance_academic_year,cost_tuition_in_state,cost_tuition_out_of_state,cost_booksupply,cost_roomboard_offcampus,cost_otherexpense_offcampus,cost_otherexpense_withfamily,completion_title_iv_transf_completed_4yr_by_4yrs,aid_median_debt_income_0_30000,percent_stem,percent_social_science
2016,San Diego Mesa,0.781895937277263,0.5873129009265858,0.8361461576273964,0.7032606914632148,1181.0,37.0,0.5266,0.0437,0.3163,0.0446,9312.0,9500.0,9000.0,28.0,8542.0,8085.0,8581.0,10795.0,12287.0,460.0,107.0,76.0,14954.0,1220.0,7538.0,1791.0,12492.0,4158.0,4158.0,0.053906024791,9500.0,0.0228,0.1333
2018,San Diego Mesa,0.7374323279195669,0.5250064449600412,0.8338040101666196,0.6684552386331545,1710.0,113.0,0.5976,0.0117,0.344,0.021,6500.0,6500.0,7000.0,28.0,3802.0,3327.0,3807.0,5871.0,7733.0,1014.0,351.0,183.0,10438.0,1174.0,7750.0,1917.0,13779.0,4548.0,4374.0,0.046907216495,7000.0,0.12190000000000001,0.4657
2017,San Diego Mesa,0.813326800587947,0.615874571288584,0.8052114480991029,0.682614267407091,708.0,88.0,0.441,0.0226,0.1858,0.0174,6170.0,6332.0,5500.0,23.0,5425.0,4375.0,3104.0,5643.0,3506.0,45.0,2.0,5.0,12373.0,1176.0,6792.0,1856.0,17298.0,4275.0,4412.0,0.053751399776,7782.0,0.0925,0.419
2019,San Diego Mesa,0.7333333333333333,0.5015873015873016,0.7784577723378213,0.6046511627906976,770.0,14.0,0.4848,0.0,0.0563,0.0,6731.145631067961,7083.050980392158,6950.635294117647,29.0,9789.0,9540.0,10243.0,12936.5,14348.333333333334,20.0,11.0,0.0,14613.0,1288.0,9330.0,1971.0,15084.0,3996.0,7957.0,0.0680675490336381,7349.96875,0.0757,0.375
2021,San Diego Mesa,0.8531456953642385,0.6685430463576159,0.8999864296376713,0.7612973266386213,490.0,13.0,0.2105,0.0095,0.1275,0.0062,,,,25.0,5379.0,4496.0,5842.0,8351.0,9222.0,108.0,40.0,18.0,13443.0,1332.0,10292.0,1124.0,17254.0,4844.0,4844.0,,,0.0436,0.2524
2012,San Diego Mesa,0.8905336969224776,0.7021815348656019,0.8987947197245074,0.7581786875837,1466.0,81.0,0.2695,0.1408,0.2196,0.1058,5500.0,5461.0,5500.0,45.0,10727.0,10652.0,14698.0,14698.0,13847.0,588.0,8.0,3.0,14698.0,1374.0,7254.0,1666.0,10962.0,2844.0,3106.0,0.09534993,5438.0,0.0305,0.22750000000000004
2015,San Diego Mesa,0.8030875866414618,0.5708884688090737,0.8820253164556962,0.719493670886076,392.0,21.0,0.4231,0.0169,0.255,0.0229,5729.5,6000.0,5500.0,23.0,7519.0,7094.0,7187.0,9349.0,10416.0,178.0,51.0,41.0,13235.0,1416.0,7386.0,1764.0,11970.0,4398.0,4659.0,0.048981838,6500.0,0.10370000000000001,0.11560000000000001
2019,San Diego Miramar,0.8395593869731801,0.6757662835249042,0.7604298356510746,0.6125158027812895,638.0,37.0,0.5021,0.0128,0.159,0.0045,9363.0,7083.050980392158,6950.635294117647,32.0,9647.0,9619.0,12889.0,10816.0,13176.25,113.0,1.0,0.0,14821.0,1257.0,7617.0,1971.0,15084.0,7038.0,7038.0,0.077836411609,9500.0,0.0246,0.2363
2020,San Diego Miramar,0.8359176410777834,0.6691662430096594,0.8382428278688525,0.6942879098360656,502.0,25.0,0.3941,0.0121,0.1769,0.013,6375.0,6500.0,5500.0,27.0,5094.0,4300.0,4747.0,7307.0,8168.0,320.0,136.0,100.0,11774.0,1156.0,7804.0,1080.0,16580.0,4642.0,4163.0,,7762.0,0.06520000000000001,0.3283
2013,San Diego Miramar,0.7519051651143099,0.5723962743437765,0.7628607277289837,0.6110414052697616,788.0,239.0,0.5367,0.0064,0.2272,0.0123,3627.5,3500.0,4000.0,29.0,6723.0,6475.0,7085.0,9295.0,10587.0,133.0,27.0,9.0,12723.0,1142.0,5222.0,1656.0,11556.0,2754.0,2754.0,0.051005291,3793.0,0.0665,0.321
2014,San Diego Miramar,0.7458445040214478,0.528686327077748,0.8468059339993945,0.7057220708446866,283.0,54.0,0.6122,0.0,0.4563,0.0,4500.0,4500.0,4500.0,29.0,7893.0,7502.0,8086.0,10248.0,12575.0,318.0,83.0,42.0,14085.0,1316.0,6832.0,1746.0,11493.0,4275.0,4149.0,0.037896731,4500.0,0.0742,0.2773
2015,San Diego Miramar,0.783375850340136,0.6113945578231292,0.8595923649304432,0.707214493691362,1952.0,29.0,0.547,0.0171,0.3862,0.0253,4500.0,4500.0,4636.5,26.0,2596.0,2195.0,3062.0,5917.0,6278.0,583.0,110.0,54.0,9192.0,1175.0,5855.0,1764.0,11970.0,2898.0,3160.0,0.067700095,4579.0,0.044300000000000006,0.4141
2017,San Diego Miramar,0.7897727272727273,0.6052911931818182,0.8343537977825584,0.6968393182194275,1273.0,35.0,0.52,0.0449,0.2997,0.0402,10000.0,9874.0,10500.0,28.0,7984.0,7528.0,7888.0,10567.0,11321.0,432.0,113.0,66.0,14892.0,1220.0,7770.0,1854.0,13293.0,4239.0,4239.0,0.053054662379,10500.0,0.028800000000000003,0.14789999999999998
2019,San Diego Miramar,0.7184973846885402,0.5082025677603423,0.8085028179367802,0.640529282038716,1572.0,104.0,0.516,0.0103,0.3412,0.0144,6500.0,6500.0,6625.0,27.0,3066.0,2529.0,2848.0,5315.0,6984.0,741.0,273.0,147.0,10361.0,1556.0,10676.0,1972.0,15084.0,5274.0,4698.0,0.060250873946,7500.0,0.1169,0.3063
2018,San Diego Miramar,0.8015602145294978,0.6187225743539737,0.8160032493907392,0.6722177091795288,730.0,68.0,0.4222,0.0278,0.2036,0.0177,6660.0,6839.0,5750.0,23.0,7253.0,6376.0,7119.0,9080.0,11228.0,114.0,48.0,41.0,14342.0,1176.0,7368.0,1917.0,21753.0,4276.0,4546.0,0.078685258964,8500.0,0.07569999999999999,0.35139999999999993
2020,San Diego Miramar,0.7230046948356808,0.3967136150234742,0.801,0.589,806.0,15.0,0.525,0.0,0.0491,0.0,7022.9514563106795,7277.831168831169,7050.467532467533,27.0,11780.0,11110.0,11942.0,13875.0,15809.0,26.0,5.0,6.0,17656.0,1288.0,9408.0,1938.0,16580.0,3784.0,8780.0,,7557.5161290322585,0.0146,0.45459999999999995
2022,San Diego Miramar,0.8140951753663758,0.616005269224436,0.8900077459333849,0.72285050348567,427.0,15.0,0.2513,0.0044,0.144,0.0084,,,,24.0,3543.0,2270.0,3417.0,6491.0,8154.0,177.0,83.0,64.0,11746.0,1150.0,9814.0,938.0,20452.0,4860.0,4374.0,,,0.0407,0.23839999999999997
2013,San Diego Miramar,0.9018342391304348,0.7216372282608695,0.904042243262928,0.7498179169701383,1200.0,57.0,0.2575,0.1327,0.2191,0.1001,5500.0,5500.0,5500.0,47.0,9940.0,9778.0,14982.0,15367.0,13847.0,540.0,13.0,4.0,15367.0,1374.0,7254.0,1680.0,11000.0,2900.0,3115.0,0.081306991,5500.0,0.0426,0.23059999999999997
2016,San Diego Miramar,0.8074252942952007,0.5813462118925445,0.8865416567766438,0.7218134346071683,335.0,27.0,0.369,0.0268,0.2131,0.0211,6000.0,6209.0,6000.0,26.0,6633.0,6028.0,6595.0,8931.0,9753.0,173.0,55.0,32.0,12558.0,1140.0,6324.0,1791.0,12492.0,4416.0,4677.0,0.044671346522,7622.0,0.1041,0.12049999999999998
2022,San Francisco,0.8115921980910222,0.6815603817955457,0.803030303030303,0.6601181304571135,996.0,61.0,0.4294,0.0214,0.2277,0.0278,,,,27.0,5459.0,4902.0,4941.0,7108.0,9139.0,242.0,103.0,76.0,12586.0,1288.0,10768.0,1152.0,17764.0,4950.0,4374.0,,,0.0916,0.3335
2023,San Francisco,0.884375,0.733125,0.8361408882082695,0.664624808575804,221.0,22.0,0.3784,0.0108,0.1409,0.0102,,,,25.0,6078.0,5151.0,5016.0,8352.0,11915.0,39.0,17.0,11.0,15161.0,1384.0,10264.0,938.0,19431.0,6192.0,5220.0,,,0.0838,0.25429999999999997
2016,San Francisco,0.8589473684210527,0.7010526315789474,0.8604651162790697,0.6943521594684385,156.0,33.0,0.7528,0.0955,0.5974,0.0803,5500.0,5500.0,5553.5,16.0,8128.0,7796.0,7785.0,10566.0,10918.0,100.0,19.0,14.0,13733.0,1112.0,8672.0,1854.0,12492.0,4158.0,4286.0,0.032432432432,5774.0,0.1197,0.27599999999999997
2017,San Francisco,0.7789696894100038,0.5671697642509667,0.8216948440617452,0.6633413840176415,1770.0,111.0,0.4508,0.0038,0.2573,0.009,6750.0,6711.0,6900.0,34.0,8261.0,7839.0,8326.0,10952.0,10910.0,586.0,160.0,82.0,15093.0,1220.0,7016.0,1854.0,13293.0,4239.0,4374.0,0.039684437007,7000.0,0.0174,0.3317
2018,San Francisco,0.7920099487020053,0.5891496968754858,0.8466341760584831,0.734846177276881,1053.0,130.0,0.4385,0.0161,0.2518,0.0189,4500.0,4500.0,4500.0,25.0,2908.0,2120.0,3271.0,5957.0,7217.0,423.0,137.0,84.0,10090.0,1386.0,7196.0,1700.0,11300.0,4000.0,3700.0,0.049813200498,4500.0,0.0395,0.2138
2020,San Francisco,0.8487124463519313,0.6196351931330472,0.8743494423791821,0.6096654275092936,1720.0,153.0,0.6038,0.0052,0.3044,0.0185,9500.0,9500.0,9500.0,21.0,9346.0,9142.0,9412.0,10854.0,15234.0,268.0,55.0,22.0,16343.0,1238.0,8570.0,1080.0,16580.0,4642.0,4163.0,,9500.0,0.1129,0.1441
2019,San Francisco,0.7786946736684172,0.6391597899474869,0.8191814294441051,0.6701282834453268,315.0,22.0,0.34,0.0033,0.1439,0.0094,9500.0,10223.0,9149.0,17.0,7131.0,6352.0,6078.0,9692.0,8060.0,68.0,9.0,24.0,14301.0,1494.0,9714.0,1917.0,18072.0,5274.0,4698.0,0.076923076923,10500.0,0.0307,0.4509
2021,San Francisco,0.6792527821939587,0.3970588235294117,0.8494687131050768,0.6216056670602125,587.0,30.0,0.4793,0.0079,0.2255,0.0052,,,,19.0,1443.0,551.0,1113.0,4744.0,6919.0,129.0,71.0,37.0,11315.0,1420.0,10120.0,1126.0,20016.0,3844.0,4276.0,,,0.0126,0.19050000000000003
2023,San Francisco,0.7539335328881726,0.566735743341776,0.816019818331957,0.6364161849710983,818.0,16.0,0.4691,0.0033,0.2995,0.0064,,,,23.0,3123.0,2205.0,2702.0,5613.0,8070.0,670.0,330.0,226.0,12166.0,1180.0,10756.0,1152.0,19431.0,6192.0,5220.0,,,0.08209999999999999,0.2289
2013,San Francisco,0.8347763347763347,0.6715728715728716,0.8640483383685801,0.7275635329660565,514.0,34.0,0.4436,0.0397,0.1864,0.0284,3500.0,3500.0,3500.0,33.0,6824.0,6824.0,6662.0,8522.0,10391.0,554.0,0.0,0.0,12796.0,1142.0,5702.0,1710.0,11268.0,4167.0,4275.0,0.106340289,3500.0,0.0968,0.31880000000000003
2016,San Francisco,0.7819669215721146,0.6000355682020274,0.8240568954854669,0.6943413729128015,656.0,31.0,0.2669,0.0064,0.1512,0.0151,4600.0,4550.0,4700.0,22.0,6196.0,5481.0,6247.0,8545.0,10566.0,214.0,97.0,50.0,12842.0,1340.0,7388.0,1792.0,12492.0,4158.0,4286.0,0.044030867,4500.0,0.0402,0.40890000000000004
2019,San Francisco,0.8157407407407408,0.5305555555555556,0.8633795582948125,0.6153055983564458,323.0,21.0,0.6286,0.0,0.2078,0.0,6731.145631067961,7083.050980392158,6950.635294117647,33.0,6405.0,5381.0,6835.0,9193.0,10084.0,139.0,40.0,37.0,14045.0,1104.0,6192.0,1971.0,15084.0,5274.0,4698.0,0.0680675490336381,7349.96875,0.1031,0.35650000000000004
2019,San Joaquin Delta,0.891566265060241,0.7253012048192771,0.8739962940086473,0.6905497220506486,526.0,72.0,0.7168,0.0,0.5233,0.0,3463.0,7083.050980392158,6950.635294117647,24.0,9518.0,9091.0,10249.0,11504.0,14327.0,147.0,33.0,17.0,17218.0,1104.0,7464.0,2293.0,15084.0,5274.0,4698.0,0.048008171604,3347.0,0.0189,0.5094000000000001
2020,San Joaquin Delta,0.8418681621770708,0.5594373448561184,0.9139714791686084,0.68310187342716,1059.0,48.0,0.4926,0.0,0.3167,0.0001,4325.0,7277.831168831169,7050.467532467533,24.0,10964.0,10310.0,11083.0,13101.0,15339.0,489.0,185.0,108.0,18264.0,1180.0,8524.0,1080.0,16580.0,4642.0,4642.0,,7557.5161290322585,0.0892,0.1661
2013,San Joaquin Delta,0.878132118451025,0.6873576309794989,0.8885364748527412,0.7498867240598097,380.0,31.0,0.4755,0.0,0.2019,0.0,4567.72052704577,4622.68556701031,4650.407216494846,25.0,10675.0,10675.0,11139.0,12727.0,14026.0,174.0,0.0,0.0,16696.0,1134.0,3918.0,1338.0,15024.0,3828.0,3096.0,0.060324826,4736.358585858586,0.0465,0.6027
2014,San Joaquin Delta,0.8145809414466131,0.6802525832376579,0.8488830486202366,0.7406920718353044,178.0,34.0,0.3315,0.0203,0.1999,0.0271,4809.5,4914.0,4750.0,27.0,9104.0,8393.0,9321.0,11278.0,12119.0,118.0,36.0,27.0,14759.0,1104.0,7272.0,1746.0,11494.0,4078.0,4338.0,0.050045496,4914.0,0.0533,0.18539999999999998
2015,San Joaquin Delta,0.8045073375262054,0.640461215932914,0.7372359154929577,0.5625,952.0,152.0,0.7498,0.0,0.5538,0.0,4973.5450762829405,5070.262152777778,5065.576388888889,30.0,2920.0,2500.0,2766.0,5279.0,6571.0,540.0,130.0,94.0,9834.0,1365.0,7525.0,1746.0,11493.0,4599.0,4599.0,0.022171689,5212.576530612245,0.047,0.283
2017,San Joaquin Delta,0.9150141643059492,0.6883852691218131,0.9047619047619048,0.7314285714285714,158.0,10.0,0.375,0.0,0.2125,0.0,4428.571428571428,6623.2,6802.666666666667,13.0,5980.0,5861.0,6495.0,6816.0,12295.0,40.0,6.0,2.0,12088.0,1224.0,7269.0,1854.0,13293.0,4104.0,4104.0,0.049738219895,6952.939393939394,0.0864,0.28630000000000005
2016,San Joaquin Delta,0.8282083862770012,0.5761118170266836,0.8180531975099038,0.6403508771929824,1089.0,115.0,0.631,0.0,0.4395,0.0,3215.0,5301.80412371134,5202.90206185567,26.0,8592.0,8082.0,8477.0,11081.0,12020.0,426.0,167.0,91.0,15400.0,1150.0,6142.0,1638.0,10980.0,3996.0,4041.0,0.027261462206,4750.0,0.08209999999999999,0.4685
2018,San Joaquin Delta,0.8805460750853242,0.6864334470989761,0.8612419700214132,0.708779443254818,321.0,14.0,0.3949,0.0064,0.2001,0.0094,8857.0,9333.0,7360.0,18.0,10713.0,9339.0,10518.0,14094.0,15970.0,92.0,55.0,39.0,18168.0,1142.0,6758.0,1917.0,13779.0,4248.0,4365.0,0.044395116537,9500.0,0.0288,0.27699999999999997
2020,San Joaquin Delta,0.8436893203883495,0.6140776699029126,0.8722961730449251,0.7121464226289518,673.0,53.0,0.5579,0.0741,0.3661,0.0602,6666.0,6625.0,7000.0,16.0,4440.0,3761.0,5103.0,6900.0,9871.0,160.0,44.0,23.0,11792.0,1147.0,8131.0,1854.0,11970.0,3454.0,3256.0,,6837.0,0.0675,0.2818
2022,San Joaquin Delta,0.8600632757361889,0.7223168654173765,0.8577391304347826,0.7147826086956521,471.0,16.0,0.3216,0.0066,0.1115,0.0039,,,,27.0,6554.0,5670.0,5785.0,8390.0,9447.0,73.0,30.0,32.0,13887.0,1144.0,7440.0,1152.0,17786.0,3924.0,3348.0,,,0.1948,0.17930000000000001
2013,San Joaquin Delta,0.8614431164231962,0.5998229305002213,0.8757444504602058,0.6851651326475365,940.0,96.0,0.6741,0.014,0.4431,0.0195,2502.0,3091.5,2250.0,30.0,1915.0,1915.0,568.0,2214.0,3938.0,810.0,0.0,0.0,7604.0,1362.0,5922.0,1600.0,9000.0,2500.0,2500.0,0.044492176,2250.0,0.0496,0.2828
2016,San Joaquin Delta,0.9180262634301632,0.6514126541981695,0.8996397323726196,0.6616057642820381,1151.0,127.0,0.6708,0.0,0.4903,0.0,5000.0,6000.0,4000.0,25.0,7976.0,7604.0,7929.0,10160.0,11928.0,518.0,128.0,82.0,14703.0,1126.0,7342.0,1791.0,12492.0,4158.0,4284.0,0.022668153103,5500.0,0.0332,0.2324
2022,San Jose City,0.8085501858736059,0.5544344131704726,0.788782816229117,0.5499023649381645,1783.0,73.0,0.4906,0.0043,0.2492,0.0061,,,,28.0,5905.0,5333.0,5855.0,7894.0,10313.0,421.0,161.0,79.0,13920.0,1430.0,9560.0,1125.0,17253.0,4761.0,4275.0,,,0.0748,0.1972
2023,San Jose City,0.7539469764670838,0.5850461721775395,0.802290950744559,0.6174112256586484,413.0,18.0,0.3991,0.0077,0.1782,0.005,,,,23.0,4616.0,3300.0,3532.0,7225.0,9704.0,166.0,76.0,91.0,12953.0,1150.0,8686.0,1152.0,23076.0,5868.0,5292.0,,,0.1047,0.20939999999999998
2016,San Jose City,0.7382068103717588,0.5370196813495782,0.8240583232077764,0.6763061968408263,605.0,58.0,0.4692,0.0325,0.242,0.0373,5500.0,5750.0,5500.0,27.0,8020.0,7404.0,8377.0,10585.0,12881.0,283.0,90.0,44.0,14679.0,1104.0,7704.0,1792.0,12492.0,4160.0,4420.0,0.044265593561,5831.0,0.1019,0.30550000000000005
2017,San Jose City,0.8428177488092253,0.7011782401604412,0.8432110379429288,0.7340859203512072,673.0,32.0,0.4164,0.0032,0.2768,0.0081,6277.0,6000.0,9500.0,29.0,11095.0,10963.0,11836.0,13654.0,14182.0,241.0,11.0,8.0,17876.0,1356.0,7852.0,1854.0,13293.0,4446.0,9954.0,0.022008253095,7300.0,0.0875,0.25780000000000003
2018,San Jose City,0.8092317624273725,0.6688185926404132,0.8083705619562662,0.6835175170467905,631.0,61.0,0.5398,0.0,0.2288,0.0,3532.0,6863.209737827715,6928.157303370786,31.0,3647.0,2656.0,3190.0,6039.0,8101.0,209.0,137.0,96.0,11120.0,1420.0,8870.0,1917.0,13779.0,4248.0,4365.0,0.074152542373,7127.79381443299,0.0655,0.18000000000000002
2020,San Jose City,0.8239731768650461,0.540933221570271,0.8942731277533039,0.6957682552396208,1133.0,40.0,0.6156,0.004,0.2969,0.0143,9500.0,9500.0,9500.0,27.0,10194.0,9784.0,10573.0,12060.0,14804.0,425.0,131.0,57.0,17215.0,1238.0,8570.0,1080.0,16580.0,4642.0,4163.0,,9738.0,0.0431,0.31910000000000005
2019,San Jose City,0.8555555555555555,0.69,0.8939724037763254,0.7545388525780683,515.0,21.0,0.5364,0.0464,0.2683,0.0226,9500.0,9500.0,8788.0,17.0,5948.0,5948.0,8417.0,10144.0,13467.5,75.0,0.0,0.0,13593.0,1423.0,7993.0,1854.0,15084.0,5274.0,4698.0,0.032208588957,9500.0,0.047400000000000005,0.4827
2021,San Jose City,0.9868217974593376,0.7733586608096877,0.9892943478761368,0.7574536663980661,1316.0,86.0,0.4326,0.0025,0.313,0.0037,,,,21.0,3605.0,2703.0,3327.0,6599.0,8349.0,578.0,267.0,163.0,11578.0,1352.0,10032.0,1125.0,17253.0,4761.0,3843.0,,,0.0746,0.44800000000000006
2023,San Jose City,0.8747774480712166,0.7115727002967359,0.8499665103817816,0.6282652377762894,679.0,35.0,0.681,0.0,0.3584,0.001,,,,19.0,3728.0,2910.0,3734.0,5394.0,10255.0,130.0,54.0,48.0,12522.0,1409.0,10289.0,938.0,19431.0,6192.0,5220.0,,,0.048400000000000006,0.4463
2013,San Jose City,0.8337300238014281,0.6147568854131248,0.8912108174554395,0.794099569760295,435.0,20.0,0.4204,0.0285,0.1959,0.0274,3500.0,3500.0,3500.0,34.0,6109.0,6109.0,7072.0,8606.0,9758.0,244.0,0.0,0.0,11969.0,1142.0,5702.0,1710.0,11268.0,4167.0,4275.0,0.099438653,3500.0,0.13879999999999998,0.2647
2016,San Jose City,0.7755002440214739,0.6095656417764763,0.8514796203238414,0.7096594081518705,364.0,18.0,0.2958,0.0118,0.1288,0.0093,4000.0,4500.0,3500.0,37.0,3762.0,2679.0,3878.0,6351.0,7405.0,163.0,80.0,54.0,10202.0,1142.0,7262.0,1791.0,12492.0,4158.0,4284.0,0.076011846002,4500.0,0.0877,0.08509999999999998
2019,San Jose City,0.838076757222941,0.6772315653298836,0.8463821892393321,0.723747680890538,725.0,24.0,0.468,0.0114,0.2268,0.0128,7000.0,7000.0,6500.0,29.0,1514.0,506.0,978.0,4138.0,7118.0,285.0,125.0,109.0,9584.0,1394.0,7398.0,1971.0,15084.0,5130.0,4698.0,0.068062827225,7500.0,0.08780000000000002,0.1609
2012,San Mateo,0.7705696202531646,0.5213607594936709,0.7832817337461301,0.6233230134158927,635.0,154.0,0.6061,0.0201,0.4518,0.0439,4750.0,4750.0,4960.0,30.0,2936.0,2936.0,3805.0,6174.0,7031.0,686.0,0.0,0.0,8522.0,1324.0,7484.0,1638.0,8500.0,3996.0,3194.0,0.045968535,4750.0,0.0607,0.49380000000000007
2013,San Mateo,0.7815679233991621,0.6023339317773788,0.8456172983027203,0.7179725645198791,220.0,47.0,0.5226,0.0125,0.2546,0.0212,5780.0,5373.0,6485.5,28.0,5454.0,4828.0,5906.0,7169.0,7547.0,257.0,91.0,59.0,11269.0,1138.0,6970.0,1710.0,11268.0,4167.0,4397.0,0.055976431,6000.0,0.09,0.16970000000000002
2018,San Mateo,0.8296296296296296,0.6944444444444444,0.8744588744588745,0.7777777777777778,179.0,48.0,0.6391,0.0376,0.5179,0.0597,5885.0,6178.333333333333,8166.666666666666,14.0,8055.0,8039.0,7404.0,8978.0,11979.0,56.0,16.0,8.0,14741.0,1112.0,8672.0,1917.0,13779.0,4248.0,4365.0,0.040564373898,5500.0,0.0927,0.3145
2019,San Mateo,0.7641998585906199,0.5359415507895358,0.8186781371494747,0.5891306146083216,2149.0,85.0,0.5176,0.0028,0.2121,0.0048,6686.0,6649.0,9500.0,36.0,9570.0,9000.0,9665.0,12062.0,14090.0,476.0,174.0,84.0,17369.0,1220.0,8110.0,1971.0,15084.0,5274.0,4698.0,0.051466666667,6829.0,0.0196,0.28940000000000005
2020,San Mateo,0.7915194346289752,0.6160188457008245,0.8553803975325566,0.7317340644276902,996.0,63.0,0.4525,0.0065,0.2646,0.0136,4500.0,4500.0,4500.0,24.0,4653.0,3389.0,4046.0,6797.0,9459.0,497.0,175.0,115.0,11511.0,1332.0,8556.0,1750.0,14000.0,4500.0,4200.0,,4500.0,0.0657,0.2103
2022,San Mateo,0.768313458262351,0.5587734241908007,0.7505871301080319,0.5133865664631282,718.0,64.0,0.5659,0.0043,0.2415,0.0085,,,,22.0,10429.0,9742.0,10823.0,12780.0,13664.0,162.0,61.0,33.0,18037.0,1238.0,9870.0,1152.0,17784.0,4860.0,4374.0,,,0.0832,0.167
2021,San Mateo,0.7666666666666667,0.6217948717948718,0.8038277511961722,0.6609706083390294,284.0,19.0,0.2778,0.0,0.1348,0.0053,,,,15.0,4937.0,3783.0,5646.0,9533.0,11386.0,35.0,31.0,4.0,13784.0,1494.0,9864.0,2876.0,27109.0,7911.0,7074.0,,,0.039900000000000005,0.44489999999999996
2023,San Mateo,0.6587757862698681,0.3706459249239093,0.8646379853095488,0.6183105981112277,370.0,30.0,0.553,0.0052,0.2047,0.0078,,,,26.0,1996.0,1293.0,1066.0,3634.0,7458.0,133.0,103.0,66.0,12024.0,1420.0,11230.0,1440.0,28782.0,4428.0,5222.0,,,0.0222,0.2027
2013,San Mateo,0.8792270531400966,0.7278582930756844,0.8528347406513872,0.6344993968636912,419.0,77.0,0.7315,0.0,0.5259,0.0,4567.72052704577,4622.68556701031,4650.407216494846,29.0,2954.0,2954.0,2641.0,4056.0,3330.0,289.0,0.0,0.0,9019.0,1322.0,7006.0,1710.0,8500.0,3870.0,3194.0,0.04017094,4736.358585858586,0.0274,0.4739
2015,San Mateo,0.8402096342551294,0.6739518287243532,0.8504585936461518,0.7184633789711551,614.0,27.0,0.4702,0.0234,0.1842,0.0172,3500.0,3500.0,3500.0,29.0,6132.0,5618.0,6120.0,8477.0,9090.0,386.0,118.0,80.0,12347.0,1142.0,4670.0,1764.0,11970.0,4167.0,4284.0,0.084333641,3500.0,0.09609999999999999,0.37179999999999996
2018,San Mateo,0.8008760722759628,0.637342580762913,0.8388549372788678,0.718398198777742,733.0,27.0,0.3354,0.0135,0.169,0.013,6855.0,6994.0,6750.0,20.0,6229.0,5265.0,6122.0,9212.0,9063.0,194.0,109.0,53.0,13740.0,1328.0,8174.0,1918.0,13780.0,4250.0,4360.0,0.04151119403,7500.0,0.0546,0.4638
2021,San Mateo,0.7686915887850467,0.4813084112149532,0.8161971830985916,0.5802816901408451,242.0,8.0,0.5806,0.0,0.2905,0.0027,,,,23.0,6605.0,6286.0,6224.0,8188.0,12879.0,98.0,42.0,18.0,14929.0,1108.0,7372.0,1125.0,17253.0,4741.0,4275.0,,,0.11749999999999998,0.42730000000000007
2021,Santa Ana,0.7538677918424754,0.5679324894514768,0.8513607815771109,0.6696906257269132,318.0,26.0,0.3179,0.0042,0.1998,0.0095,,,,18.0,12456.0,11067.0,12637.0,15360.0,17029.0,112.0,65.0,42.0,20716.0,1262.0,8630.0,2160.0,20079.0,5508.0,4806.0,,,0.118,0.28220000000000006
2014,Santa Ana,0.7754611066559743,0.6226944667201283,0.8249780123131046,0.7295514511873351,143.0,17.0,0.5879,0.1648,0.1716,0.0391,4750.0,4500.0,5112.5,42.0,5460.0,5202.0,5855.0,7104.0,6391.0,86.0,8.0,11.0,11490.0,1136.0,5432.0,1710.0,19372.0,5970.0,6114.0,0.060750853,4750.0,0.037,0.0684
2015,Santa Ana,0.7278911564625851,0.5364431486880467,0.8376297887576083,0.7099892588614393,588.0,53.0,0.523,0.0278,0.3052,0.0192,4750.0,5250.0,4744.0,25.0,7575.0,7307.0,7676.0,8663.0,9153.0,358.0,127.0,67.0,11187.0,1138.0,6154.0,1764.0,11970.0,2898.0,3159.0,0.050179212,5273.5,0.11340000000000001,0.2617
2016,Santa Ana,0.7530193236714976,0.5664251207729468,0.8415277030661646,0.7150080688542227,1507.0,91.0,0.4328,0.047,0.2437,0.0409,4750.0,4750.0,5002.0,25.0,5306.0,4542.0,5084.0,7713.0,10365.0,522.0,195.0,125.0,11866.0,1138.0,6010.0,1746.0,11493.0,4266.0,4689.0,0.073444700461,4750.0,0.07350000000000001,0.2557
2018,Santa Ana,0.8188976377952756,0.6467941507311586,0.8345341614906833,0.6680745341614907,763.0,64.0,0.4603,0.0013,0.2401,0.0082,5750.0,5750.0,6132.0,28.0,9753.0,9145.0,9774.0,12514.0,13782.0,220.0,97.0,36.0,16949.0,1220.0,7746.0,1917.0,13779.0,4248.0,4365.0,0.045574636724,6007.0,0.0325,0.109
2020,Santa Ana,0.8348134991119005,0.6216696269982238,0.8869143780290791,0.7705977382875606,216.0,11.0,0.375,0.0764,0.1013,0.0218,5500.0,7277.831168831169,7050.467532467533,16.0,9945.0,7763.0,9371.0,12616.0,13654.0,27.0,3.0,9.0,15778.0,1127.0,7847.0,1080.0,16580.0,4642.0,4164.0,,5500.0,0.0241,0.1447
